,Unnamed: 0,reservoir_var,reservoir_db_name,target_var,target_db_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate,subset_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time,delay,r2
2811,2811,Prok_Taxa00417,ecol_ts,random_01,runif_ts,0.1267,0.2449,0.2908,0.2826,0.2344333,0.2334869,3,1.5,0.4,4,0.7,497,0.5,0,0.12,0.0,0.09,6,0.05997601
2812,2812,Prok_Taxa00418,ecol_ts,random_01,runif_ts,0.3499,0.3424,0.2756,0.2749,0.2105267,0.2210477,13,0.5,0.2,14,0.4,497,0.5,0,0.13,0.0,0.12,6,0.11723775999999998
2813,2813,Prok_Taxa00419,ecol_ts,random_01,runif_ts,0.2625,0.3159,0.2852,0.2767,0.2254371,0.2238351,13,0.75,0.8,14,0.7,497,0.5,0,0.13,0.0,0.09,6,0.09979281000000001
2814,2814,Prok_Taxa00421,ecol_ts,random_01,runif_ts,0.0257,0.0958,0.3129,0.2897,0.2713784,0.2454454,2,0.75,0.5,3,0.4,497,0.5,0,0.13,0.0,0.1,6,0.009177639999999999
2815,2815,Prok_Taxa00422,ecol_ts,random_01,runif_ts,0.2087,0.2506,0.2858,0.2807,0.2263553,0.230341,21,0.75,0.4,22,0.6,497,0.5,0,0.11,0.0,0.15,6,0.06280036
2816,2816,Prok_Taxa00423,ecol_ts,random_01,runif_ts,0.2363,0.2574,0.2859,0.2815,0.2265872,0.2316381,4,1.0,0.3,5,0.8,497,0.5,0,0.1,0.0,0.11,6,0.06625476000000001
2817,2817,Prok_Taxa00424,ecol_ts,random_01,runif_ts,0.0851,0.2394,0.2963,0.2828,0.2433653,0.2339254,3,2.0,0.4,4,0.9,497,0.5,0,0.12,0.0,0.11,6,0.05731236
2818,2818,Prok_Taxa00425,ecol_ts,random_01,runif_ts,0.2636,0.3374,0.2831,0.2731,0.2221122,0.2181356,6,1.5,0.9,7,0.4,497,0.5,0,0.09,0.0,0.11,6,0.11383875999999998
2819,2819,Prok_Taxa00426,ecol_ts,random_01,runif_ts,0.2623,0.3682,0.2823,0.2705,0.2209251,0.2139717,6,2.0,0.9,7,0.6,497,0.5,0,0.1,0.0,0.14,6,0.13557124
2820,2820,Prok_Taxa00427,ecol_ts,random_01,runif_ts,0.3632,0.3933,0.2772,0.2719,0.2130558,0.2162045,9,1.0,0.9,10,0.5,497,0.5,0,0.11,0.0,0.1,6,0.15468489
2821,2821,Prok_Taxa00430,ecol_ts,random_01,runif_ts,0.2787,0.3196,0.2809,0.2751,0.2188042,0.2213392,8,1.0,0.5,9,0.6,497,0.5,0,0.09,0.0,0.09,6,0.10214416
2822,2822,Prok_Taxa00433,ecol_ts,random_01,runif_ts,0.143,0.255,0.2901,0.2803,0.2333072,0.2296705,14,1.0,0.1,15,0.6,497,0.5,0,0.1,0.0,0.11,6,0.065025
2823,2823,Prok_Taxa00434,ecol_ts,random_01,runif_ts,0.0623,0.192,0.2966,0.2845,0.2439332,0.2365978,4,1.0,0.3,5,0.9,497,0.5,0,0.12,0.0,0.09,6,0.036864
2824,2824,Prok_Taxa00435,ecol_ts,random_01,runif_ts,0.105,0.3106,0.2952,0.2804,0.2415669,0.229963,3,1.5,0.4,4,0.8,497,0.5,0,0.12,0.0,0.1,6,0.09647236
2825,2825,Prok_Taxa00436,ecol_ts,random_01,runif_ts,0.1747,0.3485,0.2909,0.2738,0.2345483,0.2192278,5,0.5,0.0,6,0.7,497,0.5,0,0.09,0.0,0.09,6,0.12145224999999998
2826,2826,Prok_Taxa00437,ecol_ts,random_01,runif_ts,0.201,0.2112,0.2868,0.2835,0.2280906,0.2349877,11,1.5,0.1,12,0.3,497,0.5,0,0.1,0.0,0.1,6,0.044605439999999996
2827,2827,Prok_Taxa00438,ecol_ts,random_01,runif_ts,0.0073,0.0058,0.3043,0.2978,0.2566369,0.2592927,2,0.25,0.5,3,0.2,497,0.5,0,0.1,0.0,0.17,6,3.3639999999999996e-05
2828,2828,Prok_Taxa00440,ecol_ts,random_01,runif_ts,0.0679,0.1475,0.3085,0.2902,0.2638976,0.2463299,2,0.75,0.5,3,0.3,497,0.5,0,0.09,0.0,0.09,6,0.021756249999999998
2829,2829,Prok_Taxa00441,ecol_ts,random_01,runif_ts,0.2449,0.2732,0.2838,0.2792,0.2233255,0.2279041,6,2.0,0.9,7,0.7,497,0.5,0,0.12,0.0,0.09,6,0.07463824
2830,2830,Prok_Taxa00443,ecol_ts,random_01,runif_ts,0.2592,0.3159,0.2832,0.2752,0.2222807,0.2214204,14,0.5,0.4,15,0.7,497,0.5,0,0.13,0.0,0.18,6,0.09979281000000001
2831,2831,Prok_Taxa00445,ecol_ts,random_01,runif_ts,0.2285,0.2853,0.2851,0.278,0.2253186,0.2260315,12,0.5,0.0,13,0.3,497,0.5,0,0.09,0.0,0.09,6,0.08139609
2832,2832,Prok_Taxa00447,ecol_ts,random_01,runif_ts,0.1549,0.2732,0.2912,0.2788,0.2351179,0.2273014,2,1.5,0.5,3,0.8,497,0.5,0,0.09,0.0,0.08,6,0.07463824
2833,2833,Prok_Taxa00448,ecol_ts,random_01,runif_ts,0.1998,0.2168,0.3007,0.3018,0.25068,0.2663007,2,1.5,0.0,3,0.9,497,0.5,0,0.1,0.0,0.15,6,0.047002239999999994
2834,2834,Prok_Taxa00449,ecol_ts,random_01,runif_ts,0.2646,0.2704,0.2841,0.2819,0.2237042,0.2323736,9,2.0,0.5,10,0.6,497,0.5,0,0.13,0.0,0.11,6,0.07311615999999999
2835,2835,Prok_Taxa00450,ecol_ts,random_01,runif_ts,0.2467,0.2809,0.2832,0.2784,0.2223803,0.2266055,11,1.0,0.2,12,0.7,497,0.5,0,0.1,0.0,0.11,6,0.07890480999999999
2836,2836,Prok_Taxa00451,ecol_ts,random_01,runif_ts,0.2117,0.2636,0.2868,0.2801,0.2280522,0.2293657,5,1.5,0.2,6,0.3,497,0.5,0,0.16,0.0,0.08,6,0.06948496
2837,2837,Prok_Taxa00452,ecol_ts,random_01,runif_ts,0.1385,0.2341,0.2929,0.2821,0.2377929,0.2326501,6,1.5,0.9,7,0.9,497,0.5,0,0.15,0.0,0.1,6,0.05480281
2838,2838,Prok_Taxa00454,ecol_ts,random_01,runif_ts,0.1211,0.2442,0.312,0.2821,0.2697797,0.2327514,4,0.5,0.3,5,0.2,497,0.5,0,0.1,0.0,0.08,6,0.05963364
2839,2839,Prok_Taxa00456,ecol_ts,random_01,runif_ts,0.2464,0.283,0.2847,0.2782,0.2246645,0.2262769,9,2.0,0.7,10,0.6,497,0.5,0,0.1,0.0,0.15,6,0.08008899999999998
2840,2840,Prok_Taxa00457,ecol_ts,random_01,runif_ts,0.1304,0.2321,0.2918,0.2825,0.2360403,0.233388,5,1.5,0.6,6,0.9,497,0.5,0,0.09,0.0,0.13,6,0.05387041
2841,2841,Prok_Taxa00460,ecol_ts,random_01,runif_ts,0.157,0.2142,0.2905,0.2833,0.2338711,0.2347392,4,1.5,0.3,5,0.6,497,0.5,0,0.1,0.0,0.11,6,0.04588164
2842,2842,Prok_Taxa00462,ecol_ts,random_01,runif_ts,0.2807,0.3283,0.2815,0.2739,0.2197279,0.2194111,9,2.0,0.7,10,0.7,497,0.5,0,0.1,0.0,0.1,6,0.10778088999999999
2843,2843,Prok_Taxa00463,ecol_ts,random_01,runif_ts,0.2436,0.2966,0.2854,0.2791,0.2258403,0.2278213,15,0.75,0.6,16,0.0,497,0.5,0,0.12,0.0,0.09,6,0.08797155999999999
2844,2844,Prok_Taxa00465,ecol_ts,random_01,runif_ts,0.2677,0.3549,0.2815,0.2729,0.2196142,0.2177336,5,2.0,0.6,6,0.7,497,0.5,0,0.09,0.0,0.1,6,0.12595401
2845,2845,Prok_Taxa00466,ecol_ts,random_01,runif_ts,0.1994,0.2803,0.2885,0.2797,0.2307485,0.2287245,5,0.5,0.4,6,0.7,497,0.5,0,0.11,0.0,0.09,6,0.07856809
2846,2846,Prok_Taxa00467,ecol_ts,random_01,runif_ts,0.2775,0.3336,0.2811,0.2733,0.2189807,0.2183399,7,0.75,0.9,8,0.6,497,0.5,0,0.1,0.0,0.09,6,0.11128896
2847,2847,Prok_Taxa00469,ecol_ts,random_01,runif_ts,0.1455,0.249,0.2913,0.2809,0.2352749,0.2306614,18,0.25,0.6,19,0.9,497,0.5,0,0.13,0.0,0.13,6,0.062001
2848,2848,Prok_Taxa00471,ecol_ts,random_01,runif_ts,0.1467,0.3213,0.2896,0.2826,0.2325566,0.233556,8,1.0,0.8,9,0.7,497,0.5,0,0.11,0.0,0.08,6,0.10323368999999999
2849,2849,Prok_Taxa00472,ecol_ts,random_01,runif_ts,0.2743,0.3789,0.2828,0.269,0.2217465,0.2116602,7,1.0,0.9,8,0.5,497,0.5,0,0.12,0.0,0.11,6,0.14356521
2850,2850,Prok_Taxa00473,ecol_ts,random_01,runif_ts,0.2984,0.3369,0.281,0.2741,0.2189297,0.2196516,9,1.5,0.8,10,0.6,497,0.5,0,0.11,0.0,0.1,6,0.11350160999999999
2851,2851,Prok_Taxa00474,ecol_ts,random_01,runif_ts,0.1502,0.2504,0.2901,0.2809,0.2333015,0.2307738,8,1.5,0.2,9,0.9,497,0.5,0,0.1,0.0,0.09,6,0.06270016
2852,2852,Prok_Taxa00475,ecol_ts,random_01,runif_ts,0.2697,0.3026,0.2829,0.2772,0.2218832,0.2247022,10,0.5,0.9,11,0.6,497,0.5,0,0.09,0.0,0.12,6,0.09156675999999998
2853,2853,Prok_Taxa00476,ecol_ts,random_01,runif_ts,0.244,0.3096,0.2849,0.2762,0.2250141,0.2231241,5,2.0,0.8,6,0.7,497,0.5,0,0.11,0.0,0.09,6,0.09585215999999999
2854,2854,Prok_Taxa00477,ecol_ts,random_01,runif_ts,0.2734,0.2891,0.2814,0.2775,0.2194419,0.2251767,20,1.0,0.3,21,0.6,497,0.5,0,0.12,0.0,0.11,6,0.08357881000000002
2855,2855,Prok_Taxa00478,ecol_ts,random_01,runif_ts,0.2734,0.307,0.2817,0.2762,0.2200499,0.223115,5,1.0,0.4,6,0.5,497,0.5,0,0.11,0.0,0.1,6,0.094249
2856,2856,Prok_Taxa00479,ecol_ts,random_01,runif_ts,0.1714,0.245,0.2901,0.2812,0.2333622,0.231202,3,2.0,0.4,4,0.9,497,0.5,0,0.11,0.0,0.1,6,0.060024999999999995
2857,2857,Prok_Taxa00480,ecol_ts,random_01,runif_ts,0.2575,0.2949,0.2828,0.277,0.2216325,0.224443,6,0.75,0.9,7,0.7,497,0.5,0,0.1,0.0,0.11,6,0.08696601
2858,2858,Prok_Taxa00481,ecol_ts,random_01,runif_ts,0.1808,0.248,0.2898,0.2812,0.2327566,0.2312202,30,0.75,0.4,31,0.9,497,0.5,0,0.17,0.0,0.17,6,0.061503999999999996
2859,2859,Prok_Taxa00485,ecol_ts,random_01,runif_ts,0.2903,0.3195,0.28,0.2749,0.2173324,0.2209029,8,1.5,0.7,9,0.6,497,0.5,0,0.09,0.0,0.08,6,0.10208025
2860,2860,Prok_Taxa00488,ecol_ts,random_01,runif_ts,0.154,0.2467,0.2907,0.2811,0.2342636,0.2310144,3,2.0,0.4,4,0.9,497,0.5,0,0.1,0.0,0.1,6,0.06086089
2861,2861,Prok_Taxa00491,ecol_ts,random_01,runif_ts,0.1443,0.2185,0.2934,0.2835,0.23861,0.2349577,2,2.0,0.0,3,0.9,497,0.5,0,0.11,0.0,0.11,6,0.04774225
2862,2862,Prok_Taxa00493,ecol_ts,random_01,runif_ts,0.2208,0.2968,0.2857,0.2769,0.2263236,0.2242028,5,2.0,0.4,6,0.6,497,0.5,0,0.11,0.0,0.08,6,0.08809024
2863,2863,Prok_Taxa00494,ecol_ts,random_01,runif_ts,0.154,0.2412,0.2909,0.2814,0.2346486,0.2314745,23,1.5,0.4,24,0.9,497,0.5,0,0.11,0.0,0.12,6,0.05817744
2864,2864,Prok_Taxa00495,ecol_ts,random_01,runif_ts,0.0225,0.1842,0.3008,0.2868,0.2508288,0.2404687,2,0.25,0.5,3,0.7,497,0.5,0,0.11,0.0,0.11,6,0.033929640000000004
2865,2865,Prok_Taxa00496,ecol_ts,random_01,runif_ts,0.2451,0.2148,0.2843,0.2847,0.224134,0.2369761,13,2.0,0.6,14,0.6,497,0.5,0,0.13,0.0,0.09,6,0.04613904
2866,2866,Prok_Taxa00498,ecol_ts,random_01,runif_ts,0.1089,0.2327,0.3051,0.2832,0.2580204,0.2345647,2,0.25,0.0,3,0.9,497,0.5,0,0.12,0.0,0.09,6,0.054149289999999996
2867,2867,Prok_Taxa00499,ecol_ts,random_01,runif_ts,0.2437,0.319,0.2855,0.276,0.2258776,0.2227334,6,0.75,0.7,7,0.7,497,0.5,0,0.09,0.0,0.12,6,0.101761
2868,2868,Prok_Taxa00500,ecol_ts,random_01,runif_ts,0.2387,0.2842,0.284,0.2781,0.2236241,0.2261397,4,2.0,0.0,5,0.8,497,0.5,0,0.11,0.0,0.09,6,0.08076964
2869,2869,Prok_Taxa00501,ecol_ts,random_01,runif_ts,0.2058,0.2844,0.2894,0.2781,0.2321903,0.2260982,3,1.0,0.4,4,0.8,497,0.5,0,0.1,0.0,0.13,6,0.08088335999999999
2870,2870,Prok_Taxa00505,ecol_ts,random_01,runif_ts,0.2219,0.2858,0.2857,0.278,0.2262588,0.2259203,19,0.75,0.2,20,0.6,497,0.5,0,0.11,0.0,0.19,6,0.08168164
2871,2871,Prok_Taxa00506,ecol_ts,random_01,runif_ts,0.1513,0.2391,0.2918,0.2817,0.2359951,0.2319696,4,1.0,0.0,5,0.9,497,0.5,0,0.1,0.0,0.12,6,0.05716881
2872,2872,Prok_Taxa00507,ecol_ts,random_01,runif_ts,0.1594,0.2283,0.2896,0.2824,0.2324896,0.2332554,3,1.0,0.4,4,0.5,497,0.5,0,0.11,0.0,0.11,6,0.05212089
2873,2873,Prok_Taxa00508,ecol_ts,random_01,runif_ts,0.2643,0.3409,0.282,0.2727,0.2204241,0.2174162,10,2.0,0.9,11,0.6,497,0.5,0,0.13,0.0,0.1,6,0.11621280999999999
2874,2874,Prok_Taxa00509,ecol_ts,random_01,runif_ts,0.2575,0.3461,0.2823,0.2741,0.2208826,0.2197399,9,1.0,0.9,10,0.7,497,0.5,0,0.12,0.0,0.12,6,0.11978521000000002
2875,2875,Prok_Taxa00510,ecol_ts,random_01,runif_ts,0.3509,0.3499,0.2745,0.2748,0.2088552,0.2207647,7,0.5,0.9,8,0.6,497,0.5,0,0.13,0.0,0.11,6,0.12243000999999999
2876,2876,Prok_Taxa00511,ecol_ts,random_01,runif_ts,0.1676,0.237,0.2902,0.2818,0.2334316,0.2321645,3,1.5,0.4,4,0.9,497,0.5,0,0.12,0.0,0.12,6,0.056169
2877,2877,Prok_Taxa00514,ecol_ts,random_01,runif_ts,0.0714,0.1671,0.2972,0.286,0.2448291,0.2392473,2,0.75,0.0,3,0.9,497,0.5,0,0.08,0.0,0.08,6,0.027922409999999998
2878,2878,Prok_Taxa00516,ecol_ts,random_01,runif_ts,0.23,0.2864,0.2881,0.2781,0.2300093,0.2260996,4,0.5,0.3,5,0.7,497,0.5,0,0.11,0.0,0.23,6,0.08202496
2879,2879,Prok_Taxa00517,ecol_ts,random_01,runif_ts,0.1307,0.2735,0.2912,0.2819,0.2351442,0.2323913,8,0.75,0.2,9,0.5,497,0.5,0,0.11,0.0,0.22,6,0.07480225000000001
2880,2880,Prok_Taxa00518,ecol_ts,random_01,runif_ts,0.0571,0.1877,0.3008,0.2855,0.2508751,0.2383595,2,1.5,0.5,3,0.9,497,0.5,0,0.09,0.0,0.11,6,0.035231290000000005
2881,2881,Prok_Taxa00519,ecol_ts,random_01,runif_ts,0.2279,0.3223,0.2856,0.2745,0.2260602,0.2203978,7,1.0,0.9,8,0.5,497,0.5,0,0.1,0.0,0.16,6,0.10387728999999998
2882,2882,Prok_Taxa00522,ecol_ts,random_01,runif_ts,0.2206,0.3121,0.2853,0.2773,0.2256741,0.2248791,10,2.0,0.9,11,0.7,497,0.5,0,0.22,0.0,0.15,6,0.09740641
2883,2883,Prok_Taxa00524,ecol_ts,random_01,runif_ts,0.2725,0.3056,0.2823,0.279,0.220855,0.2276941,12,0.5,0.1,13,0.5,497,0.5,0,0.1,0.0,0.16,6,0.09339135999999999
2884,2884,Prok_Taxa00526,ecol_ts,random_01,runif_ts,0.1211,0.2418,0.2975,0.2828,0.2453707,0.2338289,4,0.5,0.3,5,0.8,497,0.5,0,0.16,0.0,0.12,6,0.05846724
2885,2885,Prok_Taxa00527,ecol_ts,random_01,runif_ts,0.2717,0.3182,0.2816,0.2748,0.2198168,0.2208798,12,1.5,0.9,13,0.6,497,0.5,0,0.27,0.0,0.1,6,0.10125123999999999
2886,2886,Prok_Taxa00528,ecol_ts,random_01,runif_ts,0.2511,0.2709,0.2836,0.2792,0.2229848,0.2278669,4,2.0,0.3,5,0.6,497,0.5,0,0.12,0.0,0.15,6,0.07338680999999998
2887,2887,Prok_Taxa00530,ecol_ts,random_01,runif_ts,0.2091,0.2429,0.2878,0.2824,0.2296799,0.2332445,5,2.0,0.8,6,0.6,497,0.5,0,0.2,0.0,0.08,6,0.05900041
2888,2888,Prok_Taxa00531,ecol_ts,random_01,runif_ts,0.2143,0.2341,0.2858,0.2818,0.2263589,0.2321733,12,2.0,0.4,13,0.7,497,0.5,0,0.1,0.0,0.1,6,0.05480281
2889,2889,Prok_Taxa00533,ecol_ts,random_01,runif_ts,0.2009,0.2757,0.2875,0.2792,0.2291043,0.2278844,4,1.5,0.3,5,0.6,497,0.5,0,0.09,0.0,0.08,6,0.07601049
2890,2890,Prok_Taxa00534,ecol_ts,random_01,runif_ts,0.2171,0.3134,0.2856,0.2763,0.2260595,0.2232226,19,0.75,0.6,20,0.5,497,0.5,0,0.13,0.0,0.13,6,0.09821956000000001
2891,2891,Prok_Taxa00535,ecol_ts,random_01,runif_ts,0.1289,0.155,0.2939,0.2884,0.2394909,0.2432812,2,1.5,0.0,3,0.9,497,0.5,0,0.1,0.0,0.11,6,0.024025
2892,2892,Prok_Taxa00536,ecol_ts,random_01,runif_ts,0.119,0.2338,0.2928,0.2819,0.2376842,0.2323952,2,1.5,0.0,3,0.9,497,0.5,0,0.08,0.0,0.08,6,0.05466244000000001
2893,2893,Prok_Taxa00538,ecol_ts,random_01,runif_ts,0.2716,0.3118,0.2817,0.2755,0.2200036,0.2219479,9,2.0,0.9,10,0.6,497,0.5,0,0.1,0.0,0.15,6,0.09721924000000001
2894,2894,Prok_Taxa00541,ecol_ts,random_01,runif_ts,0.1062,0.2402,0.2931,0.2817,0.2381995,0.2320039,4,2.0,0.0,5,0.9,497,0.5,0,0.12,0.0,0.1,6,0.05769604
2895,2895,Prok_Taxa00543,ecol_ts,random_01,runif_ts,0.3428,0.3785,0.2745,0.2688,0.2088133,0.2112321,13,0.5,0.1,14,0.6,497,0.5,0,0.15,0.0,0.12,6,0.14326225
2896,2896,Prok_Taxa00544,ecol_ts,random_01,runif_ts,0.378,0.4085,0.2704,0.2648,0.2027086,0.205071,7,1.5,0.9,8,0.6,497,0.5,0,0.12,0.0,0.08,6,0.16687224999999997
2897,2897,Prok_Taxa00545,ecol_ts,random_01,runif_ts,0.2483,0.2818,0.2844,0.2788,0.2242379,0.2272334,6,1.0,0.9,7,0.8,497,0.5,0,0.1,0.0,0.11,6,0.07941124
2898,2898,Prok_Taxa00547,ecol_ts,random_01,runif_ts,0.1038,0.2915,0.2971,0.2777,0.2446347,0.2254575,4,2.0,0.8,5,0.8,497,0.5,0,0.08,0.0,0.1,6,0.08497224999999999
2899,2899,Prok_Taxa00548,ecol_ts,random_01,runif_ts,0.24,0.3005,0.2839,0.2774,0.2233776,0.2250243,6,1.5,0.7,7,0.7,497,0.5,0,0.08,0.0,0.08,6,0.09030025
2900,2900,Prok_Taxa00551,ecol_ts,random_01,runif_ts,0.2862,0.3188,0.28,0.2748,0.2172803,0.2208323,7,1.5,0.6,8,0.7,497,0.5,0,0.11,0.0,0.11,6,0.10163343999999998
2901,2901,Prok_Taxa00553,ecol_ts,random_01,runif_ts,0.2141,0.2773,0.2871,0.2796,0.2284963,0.2285217,15,2.0,0.9,16,0.7,497,0.5,0,0.09,0.0,0.09,6,0.07689528999999999
2902,2902,Prok_Taxa00554,ecol_ts,random_01,runif_ts,0.164,0.2223,0.2903,0.2827,0.2335623,0.2336116,3,0.75,0.4,4,0.9,497,0.5,0,0.1,0.0,0.08,6,0.049417289999999996
2903,2903,Prok_Taxa00555,ecol_ts,random_01,runif_ts,0.1926,0.2588,0.2884,0.281,0.2305132,0.2308554,6,1.0,0.7,7,0.6,497,0.5,0,0.16,0.0,0.08,6,0.06697743999999999
2904,2904,Prok_Taxa00556,ecol_ts,random_01,runif_ts,0.2441,0.318,0.2835,0.2763,0.2227349,0.2232656,3,2.0,0.4,4,0.8,497,0.5,0,0.11,0.0,0.11,6,0.101124
2905,2905,Prok_Taxa00562,ecol_ts,random_01,runif_ts,0.1695,0.2255,0.2916,0.2835,0.2357398,0.2350394,2,2.0,0.5,3,0.8,497,0.5,0,0.08,0.0,0.11,6,0.05085025
2906,2906,Prok_Taxa00564,ecol_ts,random_01,runif_ts,0.251,0.3268,0.2836,0.2742,0.2229157,0.2198317,7,2.0,0.9,8,0.4,497,0.5,0,0.1,0.0,0.09,6,0.10679823999999999
2907,2907,Prok_Taxa00566,ecol_ts,random_01,runif_ts,0.2386,0.3247,0.2841,0.2751,0.2236662,0.221265,4,1.0,0.3,5,0.7,497,0.5,0,0.11,0.0,0.08,6,0.10543008999999999
2908,2908,Prok_Taxa00567,ecol_ts,random_01,runif_ts,0.1966,0.261,0.2897,0.2803,0.2327197,0.2297358,4,0.5,0.3,5,0.4,497,0.5,0,0.09,0.0,0.09,6,0.068121
2909,2909,Prok_Taxa00568,ecol_ts,random_01,runif_ts,0.2209,0.2376,0.2857,0.2817,0.2262889,0.2320273,5,2.0,0.2,6,0.6,497,0.5,0,0.08,0.0,0.11,6,0.056453760000000006
2910,2910,Prok_Taxa00569,ecol_ts,random_01,runif_ts,0.2236,0.3104,0.2855,0.2768,0.225895,0.2240519,8,1.5,0.5,9,0.7,497,0.5,0,0.12,0.0,0.09,6,0.09634816
2911,2911,Prok_Taxa00570,ecol_ts,random_01,runif_ts,0.1525,0.2261,0.2978,0.2839,0.245855,0.2356006,3,2.0,0.4,4,0.7,497,0.5,0,0.09,0.0,0.09,6,0.05112121
2912,2912,Prok_Taxa00571,ecol_ts,random_01,runif_ts,0.1207,0.2459,0.2966,0.2813,0.2439167,0.2313755,7,2.0,0.8,8,0.9,497,0.5,0,0.14,0.0,0.09,6,0.06046681
2913,2913,Prok_Taxa00573,ecol_ts,random_01,runif_ts,0.2311,0.2462,0.2845,0.2817,0.2244052,0.2320225,9,2.0,0.9,10,0.5,497,0.5,0,0.09,0.0,0.09,6,0.06061444
2914,2914,Prok_Taxa00574,ecol_ts,random_01,runif_ts,0.1447,0.2439,0.2912,0.2811,0.2351373,0.23109,29,1.5,0.1,30,0.9,497,0.5,0,0.14,0.0,0.13,6,0.059487210000000006
2915,2915,Prok_Taxa00576,ecol_ts,random_01,runif_ts,0.1421,0.251,0.2915,0.2818,0.2356013,0.2322716,13,1.5,0.6,14,0.5,497,0.5,0,0.13,0.0,0.11,6,0.063001
2916,2916,Prok_Taxa00577,ecol_ts,random_01,runif_ts,0.1445,0.2206,0.2905,0.2833,0.2339091,0.2346906,4,1.5,0.8,5,0.9,497,0.5,0,0.1,0.0,0.1,6,0.04866436
2917,2917,Prok_Taxa00578,ecol_ts,random_01,runif_ts,0.2201,0.294,0.2853,0.2772,0.2256813,0.2246316,14,2.0,0.9,15,0.6,497,0.5,0,0.1,0.0,0.1,6,0.08643599999999999
2918,2918,Prok_Taxa00579,ecol_ts,random_01,runif_ts,0.1916,0.2579,0.2909,0.2809,0.2345956,0.2307639,6,1.0,0.7,7,0.7,497,0.5,0,0.1,0.0,0.1,6,0.06651241000000001
2919,2919,Prok_Taxa00580,ecol_ts,random_01,runif_ts,0.114,0.245,0.3137,0.2815,0.2727448,0.2317059,3,0.25,0.4,4,0.9,497,0.5,0,0.11,0.0,0.09,6,0.060024999999999995
2920,2920,Prok_Taxa00583,ecol_ts,random_01,runif_ts,0.2661,0.3152,0.2825,0.2762,0.2212963,0.2230646,13,0.5,0.3,14,0.3,497,0.5,0,0.12,0.0,0.1,6,0.09935103999999999
2921,2921,Prok_Taxa00584,ecol_ts,random_01,runif_ts,-0.0223,0.0,0.3168,0.2915,0.2782726,0.2484845,2,0.75,0.5,3,0.3,497,0.5,0,0.09,0.0,0.1,6,0.0
2922,2922,Prok_Taxa00585,ecol_ts,random_01,runif_ts,0.2522,0.3022,0.2845,0.2777,0.2243347,0.2255179,24,2.0,0.9,25,0.7,497,0.5,0,0.13,0.0,0.11,6,0.09132484000000002
2923,2923,Prok_Taxa00587,ecol_ts,random_01,runif_ts,0.0468,0.1562,0.3131,0.2866,0.2717887,0.2402206,2,1.5,0.5,3,0.8,497,0.5,0,0.1,0.0,0.08,6,0.02439844
2924,2924,Prok_Taxa00588,ecol_ts,random_01,runif_ts,0.1694,0.2748,0.2931,0.28,0.238196,0.2293115,7,0.75,0.6,8,0.7,497,0.5,0,0.09,0.0,0.11,6,0.07551503999999999
2925,2925,Prok_Taxa00591,ecol_ts,random_01,runif_ts,0.1017,0.1597,0.3011,0.2913,0.2513649,0.2482026,2,1.5,0.5,3,0.9,497,0.5,0,0.09,0.0,0.08,6,0.025504090000000004
2926,2926,Prok_Taxa00593,ecol_ts,random_01,runif_ts,0.2397,0.3082,0.285,0.2776,0.2251159,0.2253605,5,2.0,0.4,6,0.6,497,0.5,0,0.1,0.0,0.11,6,0.09498723999999999
2927,2927,Prok_Taxa00594,ecol_ts,random_01,runif_ts,0.112,0.1135,0.2966,0.2904,0.2439155,0.2466765,2,0.5,0.0,3,0.9,497,0.5,0,0.1,0.0,0.09,6,0.012882250000000001
2928,2928,Prok_Taxa00598,ecol_ts,random_01,runif_ts,0.256,0.3182,0.2831,0.2753,0.2221423,0.2216308,9,2.0,0.9,10,0.4,497,0.5,0,0.12,0.0,0.1,6,0.10125123999999999
2929,2929,Prok_Taxa00600,ecol_ts,random_01,runif_ts,0.1267,0.1859,0.2972,0.2864,0.2448292,0.2398496,2,2.0,0.0,3,0.9,497,0.5,0,0.08,0.0,0.08,6,0.03455881
2930,2930,Prok_Taxa00601,ecol_ts,random_01,runif_ts,0.1503,0.2458,0.2914,0.2811,0.2353626,0.2311264,19,0.5,0.8,20,0.9,497,0.5,0,0.11,0.0,0.1,6,0.060417639999999995
2931,2931,Prok_Taxa00602,ecol_ts,random_01,runif_ts,0.2646,0.304,0.283,0.2762,0.2219779,0.2231034,5,1.0,0.4,6,0.7,497,0.5,0,0.09,0.0,0.08,6,0.092416
2932,2932,Prok_Taxa00604,ecol_ts,random_01,runif_ts,0.2592,0.3151,0.283,0.2751,0.22209,0.2213504,6,1.0,0.9,7,0.7,497,0.5,0,0.11,0.0,0.09,6,0.09928801
2933,2933,Prok_Taxa00607,ecol_ts,random_01,runif_ts,0.1666,0.2148,0.3412,0.3266,0.3226569,0.3118953,2,2.0,0.0,3,0.9,497,0.5,0,0.09,0.0,0.08,6,0.04613904
2934,2934,Prok_Taxa00608,ecol_ts,random_01,runif_ts,0.2195,0.2607,0.2932,0.2816,0.2383587,0.2319183,3,2.0,0.4,4,0.6,497,0.5,0,0.1,0.0,0.11,6,0.06796448999999999
