,network_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,total_nodes,learning_time,n_network,E,num_nodes,Win_strength,Win_sparsity,n_neighbors,leak_rate
20,Combined_Network_narma05,0.6479,0.4824,0.128,0.143,0.0565382,0.0701827,1047,0.09,201,1047,4,0.5,0.8,5,0.5
21,Combined_Network_narma05,0.6523,0.4805,0.1275,0.1431,0.0561093,0.070239,1122,0.1,211,1122,4,0.5,0.8,5,0.5
22,Combined_Network_narma05,0.6827,0.5152,0.124,0.1403,0.0530745,0.0675435,1177,0.12,221,1177,4,0.5,0.8,5,0.5
23,Combined_Network_narma05,0.6922,0.5297,0.1227,0.1396,0.0519733,0.0668059,1251,0.11,231,1251,4,0.5,0.8,5,0.5
24,Combined_Network_narma05,0.6967,0.529,0.1221,0.1395,0.0514372,0.0667434,1331,0.13,241,1331,4,0.5,0.8,5,0.5
25,Combined_Network_narma05,0.7024,0.5286,0.1211,0.1392,0.0505958,0.0664219,1401,0.15,251,1401,4,0.5,0.8,5,0.5
26,Combined_Network_narma05,0.7092,0.5307,0.1203,0.139,0.0499822,0.0662427,1462,0.15,261,1462,4,0.5,0.8,5,0.5
27,Combined_Network_narma05,0.7145,0.5414,0.1193,0.138,0.0491528,0.0652823,1567,0.19,271,1567,4,0.5,0.8,5,0.5
28,Combined_Network_narma05,0.7395,0.5528,0.1159,0.1366,0.0463529,0.0640421,1637,0.2,281,1637,4,0.5,0.8,5,0.5
29,Combined_Network_narma05,0.742,0.5537,0.1155,0.1366,0.0460197,0.0640106,1712,0.2,291,1712,4,0.5,0.8,5,0.5
30,Combined_Network_narma05,0.7445,0.551,0.115,0.1368,0.0456705,0.0641569,1766,0.23,301,1766,4,0.5,0.8,5,0.5
31,Combined_Network_narma05,0.7472,0.5571,0.1146,0.1363,0.0452992,0.0637032,1829,0.25,311,1829,4,0.5,0.8,5,0.5
32,Combined_Network_narma05,0.7538,0.5578,0.1134,0.136,0.0443772,0.063432,1909,0.3,321,1909,4,0.5,0.8,5,0.5
33,Combined_Network_narma05,0.7592,0.5617,0.1124,0.1356,0.0435842,0.063079,1978,0.3,331,1978,4,0.5,0.8,5,0.5
34,Combined_Network_narma05,0.7609,0.5616,0.1121,0.1357,0.0433884,0.0631283,2043,0.33,341,2043,4,0.5,0.8,5,0.5
35,Combined_Network_narma05,0.77,0.5744,0.1104,0.1345,0.0420536,0.0620484,2130,0.37,351,2130,4,0.5,0.8,5,0.5
36,Combined_Network_narma05,0.7734,0.5822,0.1098,0.1337,0.0416006,0.0612886,2228,0.37,361,2228,4,0.5,0.8,5,0.5
37,Combined_Network_narma05,0.7771,0.5851,0.1091,0.1334,0.0411017,0.061066,2307,0.39,371,2307,4,0.5,0.8,5,0.5
38,Combined_Network_narma05,0.781,0.5853,0.1085,0.1335,0.0406523,0.0611011,2359,0.45,381,2359,4,0.5,0.8,5,0.5
39,Combined_Network_narma05,0.7826,0.5857,0.1082,0.1334,0.0404377,0.0610347,2448,0.46,391,2448,4,0.5,0.8,5,0.5
40,Combined_Network_narma05,0.7849,0.5848,0.1078,0.1334,0.040092,0.0610369,2508,0.53,401,2508,4,0.5,0.8,5,0.5
41,Combined_Network_narma05,0.7916,0.5757,0.1064,0.1341,0.0391015,0.0617224,2565,0.58,411,2565,4,0.5,0.8,5,0.5
42,Combined_Network_narma05,0.7929,0.5756,0.106,0.134,0.0387495,0.0615933,2666,0.56,421,2666,4,0.5,0.8,5,0.5
43,Combined_Network_narma05,0.7967,0.5839,0.1054,0.1332,0.038358,0.060871,2740,0.62,431,2740,4,0.5,0.8,5,0.5
44,Combined_Network_narma05,0.7978,0.5833,0.1052,0.1332,0.0382298,0.060897,2796,0.66,441,2796,4,0.5,0.8,5,0.5
45,Combined_Network_narma05,0.8011,0.5915,0.1044,0.1326,0.0376311,0.0602719,2879,0.74,451,2879,4,0.5,0.8,5,0.5
46,Combined_Network_narma05,0.8029,0.5894,0.1039,0.1325,0.0372694,0.0602485,2972,0.79,461,2972,4,0.5,0.8,5,0.5
47,Combined_Network_narma05,0.8046,0.5813,0.1036,0.1339,0.0370369,0.0615072,3040,0.78,471,3040,4,0.5,0.8,5,0.5
48,Combined_Network_narma05,0.8051,0.5828,0.1035,0.1337,0.0369703,0.0613541,3126,0.83,481,3126,4,0.5,0.8,5,0.5
49,Combined_Network_narma05,0.807,0.5797,0.1032,0.1341,0.036758,0.0617073,3196,0.99,491,3196,4,0.5,0.8,5,0.5
50,Combined_Network_narma05,0.8073,0.5793,0.1031,0.1342,0.0367041,0.0617744,3271,1.05,500,3271,4,0.5,0.8,5,0.5
