"time","value_original","value","time_duration"
167,8.442496492,20.9,0.05
168,14.26365995,23.7,0.05
169,12.24023334,22.7,0.05
170,4.711239685,19,0.05
171,1.015257351,17.2,0.05
172,-0.050065273,16.7,0.05
173,-0.464315233,16.5,0.05
174,-1.052333854,16.2,0.05
175,-2.496112883,15.5,0.05
176,-6.221726907,13.7,0.05
177,-13.86198034,9.9,0.05
178,-15.66662532,9,0.05
179,-5.14767148,14.2,0.05
180,0.993263955,17.2,0.05
181,3.395365566,18.4,0.05
182,5.751940145,19.6,0.05
183,9.565636697,21.4,0.05
184,12.85125813,23,0.05
185,10.33120984,21.8,0.05
186,5.539384843,19.4,0.05
187,3.417665449,18.4,0.05
188,3.693143186,18.5,0.05
189,5.89368831,19.6,0.05
190,10.1835111,21.7,0.05
191,13.50569125,23.4,0.05
192,9.789960039,21.5,0.05
193,4.573076279,19,0.05
194,2.550662921,18,0.05
195,2.772698039,18.1,0.05
196,4.700566388,19,0.05
197,8.965054826,21.1,0.05
198,14.02284045,23.6,0.05
199,11.47537418,22.4,0.05
200,4.785053742,19.1,0.05
201,1.642198275,17.5,0.05
202,1.007114167,17.2,0.05
203,1.456789136,17.4,0.05
204,2.992660252,18.2,0.05
205,6.784165675,20.1,0.05
206,13.74122936,23.5,0.05
207,14.62920747,23.9,0.05
208,5.478486479,19.4,0.05
209,0.108966471,16.8,0.05
210,-1.862607587,15.8,0.05
211,-3.574174114,15,0.05
212,-6.844977142,13.4,0.05
213,-12.21963477,10.7,0.05
214,-13.72496813,10,0.05
215,-7.352502166,13.1,0.05
216,-2.592686398,15.5,0.05
217,-1.181746825,16.1,0.05
218,-1.29846842,16.1,0.05
219,-2.426681954,15.5,0.05
220,-5.338149299,14.1,0.05
221,-11.46630896,11.1,0.05
222,-15.8399536,9,0.05
223,-8.279497884,12.7,0.05
224,-1.368098437,16.1,0.05
225,1.177494354,17.3,0.05
226,2.62735018,18,0.05
227,5.048681248,19.2,0.05
228,9.808932559,21.5,0.05
229,14.49019769,23.8,0.05
230,10.43521876,21.9,0.05
231,3.883680501,18.6,0.05
232,1.184326265,17.3,0.05
233,0.645492644,17,0.05
234,0.922095222,17.2,0.05
235,1.942067772,17.7,0.05
236,4.59934636,19,0.05
237,10.72396998,22,0.05
238,16.69088055,24.9,0.05
239,9.121757177,21.2,0.05
240,0.988853293,17.2,0.05
241,-2.115269783,15.7,0.05
242,-4.031590125,14.8,0.05
243,-7.106264593,13.2,0.05
244,-11.72204429,11,0.05
245,-12.96768727,10.4,0.05
246,-7.808137482,12.9,0.05
247,-3.651817802,14.9,0.05
248,-2.557285369,15.5,0.05
249,-3.391875955,15.1,0.05
250,-6.115651754,13.7,0.05
251,-11.18018625,11.2,0.05
252,-14.13368351,9.8,0.05
253,-8.668013651,12.5,0.05
254,-3.246769546,15.1,0.05
255,-1.400392098,16,0.05
256,-1.377131017,16.1,0.05
257,-2.444603109,15.5,0.05
258,-5.247104448,14.2,0.05
259,-11.14666304,11.3,0.05
260,-15.71324954,9,0.05
261,-8.712463335,12.5,0.05
262,-1.754174058,15.9,0.05
263,0.827100036,17.1,0.05
264,2.128298727,17.8,0.05
265,4.166004334,18.8,0.05
266,8.445488634,20.9,0.05
267,14.21294941,23.7,0.05
268,12.22456209,22.7,0.05
269,4.766612356,19.1,0.05
270,1.091936724,17.3,0.05
271,0.05585903,16.8,0.05
272,-0.278242408,16.6,0.05
273,-0.66108532,16.4,0.05
274,-1.578194353,16,0.05
275,-4.015583748,14.8,0.05
276,-10.06268802,11.8,0.05
277,-17.33507471,8.2,0.05
278,-9.874323293,11.9,0.05
279,-0.599590183,16.4,0.05
280,2.978507308,18.2,0.05
281,5.164343902,19.3,0.05
282,8.328834994,20.8,0.05
283,11.92319806,22.6,0.05
284,11.4225414,22.3,0.05
285,7.055469335,20.2,0.05
286,4.280128778,18.8,0.05
287,4.057434953,18.7,0.05
288,5.840210805,19.6,0.05
289,9.55061245,21.4,0.05
290,12.86461936,23,0.05
291,10.38075401,21.8,0.05
292,5.556907924,19.5,0.05
293,3.402738842,18.4,0.05
294,3.655064565,18.5,0.05
295,5.828071049,19.6,0.05
296,10.10519607,21.7,0.05
297,13.52531203,23.4,0.05
298,9.891660978,21.6,0.05
299,4.611346919,19,0.05
300,2.531147035,18,0.05
301,2.712540209,18.1,0.05
302,4.583114026,19,0.05
303,8.776779444,21,0.05
304,13.96028337,23.6,0.05
305,11.71501909,22.5,0.05
306,4.928179766,19.1,0.05
307,1.646678041,17.5,0.05
308,0.939791447,17.2,0.05
309,1.309757275,17.4,0.05
310,2.674143897,18,0.05
311,6.102957128,19.7,0.05
312,12.90574891,23.1,0.05
313,15.43468144,24.3,0.05
314,6.460289882,19.9,0.05
315,0.3728125,16.9,0.05
316,-1.851557638,15.8,0.05
317,-3.569635887,15,0.05
318,-6.723711054,13.4,0.05
319,-11.92982802,10.9,0.05
320,-13.71358029,10,0.05
321,-7.699970159,13,0.05
322,-2.897262675,15.3,0.05
323,-1.455603337,16,0.05
324,-1.676705762,15.9,0.05
325,-3.115553474,15.2,0.05
326,-6.672255703,13.5,0.05
327,-13.1115653,10.3,0.05
328,-14.54242796,9.6,0.05
329,-6.284355336,13.6,0.05
330,-0.948155218,16.3,0.05
331,0.883544606,17.2,0.05
332,2.027608575,17.7,0.05
333,4.112145558,18.7,0.05
334,8.638888685,21,0.05
335,14.7033925,23.9,0.05
336,12.04360948,22.6,0.05
337,4.162653121,18.8,0.05
338,0.486851085,17,0.05
339,-0.713598022,16.4,0.05
340,-1.61860222,15.9,0.05
341,-3.452194915,15,0.05
342,-7.717704414,12.9,0.05
343,-14.58925149,9.6,0.05
344,-13.37303568,10.2,0.05
345,-4.452082764,14.5,0.05
346,0.070639826,16.8,0.05
347,1.754742373,17.6,0.05
348,3.403186559,18.4,0.05
349,6.704607438,20,0.05
350,12.32010742,22.8,0.05
351,14.01872291,23.6,0.05
352,7.257252224,20.3,0.05
353,2.256037622,17.8,0.05
354,0.703334121,17.1,0.05
355,0.518894016,17,0.05
356,0.896512783,17.2,0.05
357,2.016736664,17.7,0.05
358,4.947209999,19.2,0.05
359,11.63273344,22.4,0.05
360,16.84782373,25,0.05
361,7.85529219,20.6,0.05
362,0.144999582,16.8,0.05
363,-2.750866621,15.4,0.05
364,-4.855240932,14.3,0.05
365,-8.258409077,12.7,0.05
366,-12.38047499,10.7,0.05
367,-11.77791158,10.9,0.05
368,-6.699096747,13.4,0.05
369,-3.610178162,15,0.05
370,-3.227398478,15.1,0.05
371,-4.76479255,14.4,0.05
372,-8.423678758,12.6,0.05
373,-13.06245865,10.3,0.05
374,-11.90703598,10.9,0.05
375,-5.991129048,13.8,0.05
376,-2.73942265,15.4,0.05
377,-2.227785471,15.6,0.05
378,-3.360135678,15.1,0.05
379,-6.447541662,13.6,0.05
380,-11.99328529,10.8,0.05
381,-14.23741382,9.7,0.05
382,-7.674025016,13,0.05
383,-2.410503148,15.5,0.05
384,-0.713947615,16.4,0.05
385,-0.467631195,16.5,0.05
386,-0.771992581,16.4,0.05
387,-1.721237962,15.9,0.05
388,-4.22797784,14.7,0.05
389,-10.26073476,11.7,0.05
390,-17.03434122,8.4,0.05
391,-9.676851997,12,0.05
392,-0.860211383,16.3,0.05
393,2.543739229,18,0.05
394,4.619759569,19,0.05
395,7.777230021,20.5,0.05
396,11.91086512,22.6,0.05
397,12.14464352,22.7,0.05
398,7.351874932,20.3,0.05
399,3.958167115,18.7,0.05
400,3.340152461,18.4,0.05
401,4.710832663,19,0.05
402,8.154885745,20.7,0.05
403,12.72606835,23,0.05
404,12.12691502,22.7,0.05
405,6.43660397,19.9,0.05
406,3.04883584,18.2,0.05
407,2.472212476,17.9,0.05
408,3.647581821,18.5,0.05
409,6.832320096,20.1,0.05
410,12.23746882,22.7,0.05
411,13.78242254,23.5,0.05
412,7.340737578,20.3,0.05
413,2.533210867,18,0.05
414,1.094598572,17.3,0.05
415,1.156215426,17.3,0.05
416,2.150302966,17.8,0.05
417,4.762110774,19.1,0.05
418,10.55286005,21.9,0.05
419,16.09819239,24.6,0.05
420,9.452403625,21.4,0.05
421,1.756670743,17.6,0.05
422,-1.199580124,16.1,0.05
423,-2.75202342,15.4,0.05
424,-5.17929117,14.2,0.05
425,-9.827313699,11.9,0.05
426,-14.25384863,9.7,0.05
427,-10.37766767,11.6,0.05
428,-4.106821676,14.7,0.05
429,-1.521307427,16,0.05
430,-1.146861423,16.2,0.05
431,-1.835237962,15.8,0.05
432,-3.855006315,14.8,0.05
433,-8.585404011,12.5,0.05
434,-15.2838511,9.2,0.05
435,-12.17943627,10.8,0.05
436,-3.506885067,15,0.05
437,0.410578397,16.9,0.05
438,1.969940241,17.7,0.05
439,3.774148451,18.6,0.05
440,7.44494638,20.4,0.05
441,13.11703325,23.2,0.05
442,13.30441126,23.3,0.05
443,6.229172306,19.8,0.05
444,1.889046082,17.7,0.05
445,0.66630158,17.1,0.05
446,0.617847378,17,0.05
447,1.153510087,17.3,0.05
448,2.643070523,18,0.05
449,6.456159915,19.9,0.05
450,14.00794724,23.6,0.05
451,15.29321221,24.2,0.05
452,5.033296265,19.2,0.05
453,-0.825233741,16.3,0.05
454,-3.116262871,15.2,0.05
455,-5.399217447,14.1,0.05
456,-9.264805563,12.2,0.05
457,-13.03726705,10.3,0.05
458,-10.77548278,11.4,0.05
459,-5.57013731,14,0.05
460,-3.1181649,15.2,0.05
461,-3.147775962,15.2,0.05
462,-5.014402126,14.3,0.05
463,-9.10289839,12.3,0.05
464,-13.63984978,10,0.05
465,-11.19710572,11.2,0.05
466,-5.107856256,14.2,0.05
467,-2.238796831,15.6,0.05
468,-1.884682504,15.8,0.05
469,-2.981935551,15.3,0.05
470,-5.948817708,13.8,0.05
471,-11.65340831,11,0.05
472,-14.83373023,9.4,0.05
473,-8.110723225,12.7,0.05
474,-2.199517155,15.7,0.05
475,-0.150224264,16.7,0.05
476,0.518373074,17,0.05
477,1.178171562,17.3,0.05
478,2.665240543,18,0.05
479,6.376064852,19.9,0.05
480,13.69151426,23.5,0.05
481,15.31874623,24.2,0.05
482,5.448499879,19.4,0.05
483,-0.445732399,16.5,0.05
484,-2.696681577,15.4,0.05
485,-4.810698322,14.4,0.05
486,-8.552651583,12.5,0.05
487,-13.00033302,10.3,0.05
488,-11.68364975,11,0.05
489,-5.981912465,13.8,0.05
490,-2.90289171,15.3,0.05
491,-2.511646468,15.5,0.05
492,-3.83947458,14.8,0.05
493,-7.248448334,13.2,0.05
494,-12.70570274,10.5,0.05
495,-13.41445193,10.1,0.05
496,-6.735883477,13.4,0.05
497,-2.295961205,15.6,0.05
498,-1.056502317,16.2,0.05
499,-1.203887512,16.1,0.05
500,-2.297161921,15.6,0.05
501,-5.125026071,14.2,0.05
502,-11.22266375,11.2,0.05
503,-16.04807977,8.9,0.05
504,-8.570604519,12.5,0.05
505,-1.343802648,16.1,0.05
506,1.353064829,17.4,0.05
507,2.911688892,18.2,0.05
508,5.497488773,19.4,0.05
509,10.34387105,21.8,0.05
510,14.30490565,23.8,0.05
511,9.725742519,21.5,0.05
512,3.72852286,18.6,0.05
513,1.42947882,17.4,0.05
514,1.176345085,17.3,0.05
515,1.960629413,17.7,0.05
516,4.167047968,18.8,0.05
517,9.231596925,21.3,0.05
518,15.62315588,24.4,0.05
519,11.27642268,22.3,0.05
520,2.931687457,18.2,0.05
521,-0.597785937,16.4,0.05
522,-2.089205848,15.7,0.05
523,-3.997754452,14.8,0.05
524,-7.900620157,12.9,0.05
525,-13.54411705,10.1,0.05
526,-12.8059702,10.4,0.05
527,-5.652924563,14,0.05
528,-1.674120785,15.9,0.05
529,-0.609574909,16.4,0.05
530,-0.604150739,16.4,0.05
531,-1.157648744,16.2,0.05
532,-2.680306769,15.4,0.05
533,-6.583821298,13.5,0.05
534,-14.23423643,9.7,0.05
535,-15.13835753,9.3,0.05
536,-4.761613679,14.4,0.05
537,0.980932732,17.2,0.05
538,3.256999202,18.3,0.05
539,5.59889844,19.5,0.05
540,9.507175021,21.4,0.05
541,13.03311428,23.1,0.05
542,10.47019335,21.9,0.05
543,5.424500103,19.4,0.05
544,3.16857435,18.3,0.05
545,3.333224663,18.4,0.05
546,5.36462997,19.4,0.05
547,9.604745085,21.4,0.05
548,13.70214093,23.5,0.05
549,10.56380372,21.9,0.05
550,4.773989839,19.1,0.05
551,2.2721843,17.8,0.05
552,2.140505313,17.8,0.05
553,3.521341776,18.5,0.05
554,6.990255406,20.2,0.05
555,12.8473284,23,0.05
556,13.88849159,23.5,0.05
557,6.60836653,20,0.05
558,1.783795607,17.6,0.05
559,0.295976745,16.9,0.05
560,-0.073219324,16.7,0.05
561,-0.26789375,16.6,0.05
562,-0.63851986,16.4,0.05
563,-1.613039957,15.9,0.05
564,-4.287223965,14.6,0.05
565,-10.9653888,11.3,0.05
566,-17.78436786,8,0.05
567,-8.479016685,12.6,0.05
568,0.437406764,16.9,0.05
569,3.778778692,18.6,0.05
570,6.075052536,19.7,0.05
571,9.24007765,21.3,0.05
572,11.87598517,22.6,0.05
573,10.27553203,21.8,0.05
574,6.509195217,19.9,0.05
575,4.637684788,19,0.05
576,5.040789911,19.2,0.05
577,7.363818731,20.3,0.05
578,10.94177234,22.1,0.05
579,12.07541824,22.7,0.05
580,8.433761917,20.9,0.05
581,4.995702778,19.2,0.05
582,4.120248824,18.8,0.05
583,5.354602906,19.4,0.05
584,8.521461319,20.9,0.05
585,12.25274492,22.7,0.05
586,11.41138714,22.3,0.05
587,6.701591235,20,0.05
588,3.917090114,18.7,0.05
589,3.727112979,18.6,0.05
590,5.510587005,19.4,0.05
591,9.337630634,21.3,0.05
592,13.1166517,23.2,0.05
593,10.7351815,22,0.05
594,5.471529615,19.4,0.05
595,3.028360689,18.2,0.05
596,3.055255326,18.2,0.05
597,4.895374961,19.1,0.05
598,8.971622592,21.1,0.05
599,13.66486251,23.4,0.05
600,11.37700911,22.3,0.05
601,5.146626154,19.3,0.05
602,2.155202966,17.8,0.05
603,1.714622227,17.6,0.05
604,2.669398601,18,0.05
605,5.357256587,19.4,0.05
606,10.86461649,22.1,0.05
607,15.19673399,24.2,0.05
608,9.110740701,21.2,0.05
609,2.493407459,18,0.05
610,0.035940982,16.7,0.05
611,-0.840874827,16.3,0.05
612,-1.802758843,15.8,0.05
613,-3.967966986,14.8,0.05
614,-8.959045832,12.3,0.05
615,-15.65508506,9,0.05
616,-11.65559836,11,0.05
617,-2.979709328,15.3,0.05
618,0.758343956,17.1,0.05
619,2.36688885,17.9,0.05
620,4.441111597,18.9,0.05
621,8.537903885,20.9,0.05
622,13.75160258,23.5,0.05
623,11.97365506,22.6,0.05
624,5.233514251,19.3,0.05
625,1.822293431,17.6,0.05
626,1.084046706,17.3,0.05
627,1.519167705,17.5,0.05
628,3.074418511,18.2,0.05
629,6.89383373,20.1,0.05
630,13.77349523,23.5,0.05
631,14.45775961,23.8,0.05
632,5.451329846,19.4,0.05
633,0.212052045,16.8,0.05
634,-1.690602073,15.9,0.05
635,-3.303702874,15.1,0.05
636,-6.418112449,13.6,0.05
637,-11.84972993,10.9,0.05
638,-14.15442808,9.8,0.05
639,-7.841996086,12.9,0.05
640,-2.617619324,15.4,0.05
641,-0.939177623,16.3,0.05
642,-0.807226322,16.3,0.05
643,-1.42811602,16,0.05
644,-3.171475795,15.2,0.05
645,-7.480576779,13.1,0.05
646,-14.90279238,9.4,0.05
647,-13.7961832,10,0.05
648,-4.053115512,14.7,0.05
649,0.805791008,17.1,0.05
650,2.774109129,18.1,0.05
651,4.982342173,19.2,0.05
652,9.004974627,21.2,0.05
653,13.42026432,23.3,0.05
654,11.24289556,22.2,0.05
655,5.360923909,19.4,0.05
656,2.513055186,18,0.05
657,2.21859044,17.8,0.05
658,3.50762744,18.5,0.05
659,6.835770238,20.1,0.05
660,12.53995038,22.9,0.05
661,13.96301037,23.6,0.05
662,6.987905182,20.2,0.05
663,2.068212662,17.7,0.05
664,0.551800574,17,0.05
665,0.306847194,16.9,0.05
666,0.485721328,17,0.05
667,1.091038642,17.3,0.05
668,2.725661511,18.1,0.05
669,7.03518003,20.2,0.05
670,15.31126045,24.2,0.05
671,14.56613724,23.9,0.05
672,3.423539934,18.4,0.05
673,-2.001286862,15.7,0.05
674,-4.329707062,14.6,0.05
675,-6.979745786,13.3,0.05
676,-10.70029202,11.5,0.05
677,-12.27640636,10.7,0.05
678,-8.769042191,12.4,0.05
679,-5.074601608,14.2,0.05
680,-3.979723152,14.8,0.05
681,-5.036737365,14.3,0.05
682,-8.058591483,12.8,0.05
683,-12.04720593,10.8,0.05
684,-11.90493372,10.9,0.05
685,-7.123635153,13.2,0.05
686,-3.941467248,14.8,0.05
687,-3.471878428,15,0.05
688,-4.984136971,14.3,0.05
689,-8.574022644,12.5,0.05
690,-12.91750774,10.4,0.05
691,-11.64797905,11,0.05
692,-6.065243501,13.8,0.05
693,-3.025464631,15.2,0.05
694,-2.667744187,15.4,0.05
695,-4.074359657,14.7,0.05
696,-7.600266439,13,0.05
697,-12.92076693,10.4,0.05
698,-12.99898614,10.3,0.05
699,-6.418970183,13.6,0.05
700,-2.325778838,15.6,0.05
701,-1.283406884,16.1,0.05
702,-1.650824623,15.9,0.05
703,-3.210691091,15.2,0.05
704,-7.014675679,13.3,0.05
705,-13.67947587,10,0.05
706,-14.22433745,9.7,0.05
707,-5.582632454,14,0.05
708,-0.520996644,16.5,0.05
709,1.255069422,17.3,0.05
710,2.603940385,18,0.05
711,5.212454915,19.3,0.05
712,10.42037788,21.8,0.05
713,14.95453621,24.1,0.05
714,9.680003374,21.5,0.05
715,3.043858095,18.2,0.05
716,0.495607406,17,0.05
717,-0.224887038,16.6,0.05
718,-0.652195593,16.4,0.05
719,-1.475367431,16,0.05
720,-3.573309711,15,0.05
721,-8.779045775,12.4,0.05
722,-16.44986755,8.7,0.05
723,-11.86057407,10.9,0.05
724,-2.065460536,15.7,0.05
725,2.038896857,17.7,0.05
726,4.095141018,18.7,0.05
727,6.934431504,20.1,0.05
728,11.15148412,22.2,0.05
729,12.75809176,23,0.05
730,8.415128674,20.9,0.05
731,4.34526218,18.9,0.05
732,3.189804784,18.3,0.05
733,4.125689515,18.8,0.05
734,7.057602061,20.2,0.05
735,11.79879901,22.5,0.05
736,13.14600564,23.2,0.05
737,7.765991799,20.5,0.05
738,3.45829956,18.4,0.05
739,2.286038107,17.9,0.05
740,2.985054463,18.2,0.05
741,5.45626061,19.4,0.05
742,10.4288134,21.8,0.05
743,14.5304874,23.9,0.05
744,9.647998192,21.5,0.05
745,3.459102524,18.4,0.05
746,1.100907734,17.3,0.05
747,0.701232522,17.1,0.05
748,1.08993264,17.3,0.05
749,2.340239319,17.9,0.05
750,5.543597942,19.5,0.05
751,12.37238274,22.8,0.05
752,16.17388573,24.7,0.05
753,7.026191431,20.2,0.05
754,0.194627389,16.8,0.05
755,-2.34696319,15.6,0.05
756,-4.302102254,14.6,0.05
757,-7.695330875,13,0.05
758,-12.41850534,10.6,0.05
759,-12.57248459,10.6,0.05
760,-6.905267501,13.3,0.05
761,-3.16023183,15.2,0.05
762,-2.360038967,15.6,0.05
763,-3.336383927,15.1,0.05
764,-6.217560213,13.7,0.05
765,-11.51969138,11.1,0.05
766,-14.25548472,9.7,0.05
767,-8.259485726,12.7,0.05
768,-2.842580737,15.3,0.05
769,-1.040527807,16.2,0.05
770,-0.892412245,16.3,0.05
771,-1.561930121,16,0.05
772,-3.437003213,15,0.05
773,-7.991196515,12.8,0.05
774,-15.2500569,9.2,0.05
775,-13.04913075,10.3,0.05
776,-3.624647218,15,0.05
777,0.814660618,17.1,0.05
778,2.654118085,18,0.05
779,4.83471142,19.1,0.05
780,8.915491106,21.1,0.05
781,13.56985107,23.4,0.05
782,11.40824674,22.3,0.05
783,5.259289941,19.3,0.05
784,2.26820867,17.8,0.05
785,1.8485464,17.6,0.05
786,2.882286479,18.1,0.05
787,5.736369936,19.5,0.05
788,11.35051331,22.3,0.05
789,14.95574915,24.1,0.05
790,8.492928928,20.9,0.05
791,2.347744648,17.9,0.05
792,0.164315863,16.8,0.05
793,-0.549855311,16.5,0.05
794,-1.24371554,16.1,0.05
795,-2.796395205,15.4,0.05
796,-6.637636168,13.5,0.05
797,-13.96742227,9.9,0.05
798,-14.95961878,9.4,0.05
799,-5.144951637,14.2,0.05
800,0.46871459,17,0.05
801,2.624826203,18,0.05
802,4.718362614,19,0.05
803,8.490857832,20.9,0.05
804,13.07776395,23.1,0.05
805,11.79854241,22.5,0.05
806,5.935192557,19.6,0.05
807,2.760700543,18.1,0.05
808,2.298115867,17.9,0.05
809,3.493633761,18.4,0.05
810,6.686981635,20,0.05
811,12.2435077,22.7,0.05
812,14.01767796,23.6,0.05
813,7.3535263,20.3,0.05
814,2.33966825,17.9,0.05
815,0.782029045,17.1,0.05
816,0.634185016,17,0.05
817,1.120094354,17.3,0.05
818,2.51511939,18,0.05
819,6.087959513,19.7,0.05
820,13.39976954,23.3,0.05
821,15.72105045,24.4,0.05
822,5.755998689,19.6,0.05
823,-0.475403461,16.5,0.05
824,-2.848669524,15.3,0.05
825,-5.011334752,14.3,0.05
826,-8.733052155,12.4,0.05
827,-12.91675253,10.4,0.05
828,-11.41044853,11.1,0.05
829,-5.972484426,13.8,0.05
830,-3.10557829,15.2,0.05
831,-2.86340718,15.3,0.05
832,-4.422577243,14.6,0.05
833,-8.151476955,12.7,0.05
834,-13.23927499,10.2,0.05
835,-12.34916396,10.7,0.05
836,-5.9144672,13.8,0.05
837,-2.310499926,15.6,0.05
838,-1.544483502,16,0.05
839,-2.203756402,15.6,0.05
840,-4.348567437,14.6,0.05
841,-9.155233207,12.2,0.05
842,-15.0652418,9.3,0.05
843,-11.36796537,11.1,0.05
844,-3.588325983,15,0.05
845,-0.200266933,16.6,0.05
846,0.972011185,17.2,0.05
847,2.060644209,17.7,0.05
848,4.377218969,18.9,0.05
849,9.476225483,21.4,0.05
850,15.48541877,24.3,0.05
851,10.94017686,22.1,0.05
852,2.992755902,18.2,0.05
853,-0.319826075,16.6,0.05
854,-1.643477875,15.9,0.05
855,-3.245198266,15.1,0.05
856,-6.658158746,13.5,0.05
857,-12.63595022,10.5,0.05
858,-14.29576864,9.7,0.05
859,-6.88068355,13.4,0.05
860,-1.691258084,15.9,0.05
861,-0.008041854,16.7,0.05
862,0.594582818,17,0.05
863,1.31915484,17.4,0.05
864,3.020486914,18.2,0.05
865,7.234518602,20.3,0.05
866,14.78007097,24,0.05
867,14.16888311,23.7,0.05
868,4.183276396,18.8,0.05
869,-0.911314783,16.3,0.05
870,-2.974783045,15.3,0.05
871,-5.257300258,14.1,0.05
872,-9.285698975,12.2,0.05
873,-13.32884545,10.2,0.05
874,-10.85003373,11.4,0.05
875,-5.295762227,14.1,0.05
876,-2.724805486,15.4,0.05
877,-2.63206784,15.4,0.05
878,-4.238965655,14.6,0.05
879,-8.054916112,12.8,0.05
880,-13.42861217,10.1,0.05
881,-12.55556199,10.6,0.05
882,-5.742964421,13.9,0.05
883,-1.963708178,15.8,0.05
884,-1.051821922,16.2,0.05
885,-1.372394156,16.1,0.05
886,-2.725527859,15.4,0.05
887,-6.119996601,13.7,0.05
888,-12.7930953,10.5,0.05
889,-15.33747145,9.2,0.05
890,-6.620543736,13.5,0.05
891,-0.589953333,16.4,0.05
892,1.588518623,17.5,0.05
893,3.171063459,18.3,0.05
894,6.080362287,19.7,0.05
895,11.30017771,22.3,0.05
896,14.26483748,23.7,0.05
897,8.5272441,20.9,0.05
898,3.024348225,18.2,0.05
899,1.154808872,17.3,0.05
900,1.02095719,17.2,0.05
901,1.786013813,17.6,0.05
902,3.898010224,18.6,0.05
903,8.869213074,21.1,0.05
904,15.69184076,24.4,0.05
905,11.78302285,22.5,0.05
906,2.960577402,18.2,0.05
907,-0.857801053,16.3,0.05
908,-2.521422933,15.5,0.05
909,-4.683707234,14.4,0.05
910,-8.869850905,12.4,0.05
911,-13.80668139,10,0.05
912,-11.53806132,11.1,0.05
913,-5.042806659,14.3,0.05
914,-1.912094975,15.8,0.05
915,-1.344475606,16.1,0.05
916,-2.024699132,15.7,0.05
917,-4.117318739,14.7,0.05
918,-8.905004523,12.4,0.05
919,-15.1953943,9.3,0.05
920,-11.72230689,11,0.05
921,-3.526931823,15,0.05
922,0.100181222,16.8,0.05
923,1.461194413,17.4,0.05
924,2.919844894,18.2,0.05
925,6.00231941,19.7,0.05
926,11.81098259,22.5,0.05
927,14.85099454,24,0.05
928,7.909718574,20.6,0.05
929,2.037589304,17.7,0.05
930,0.011876211,16.7,0.05
931,-0.715218985,16.4,0.05
932,-1.558903684,16,0.05
933,-3.504082946,15,0.05
934,-8.161601091,12.7,0.05
935,-15.4049189,9.2,0.05
936,-12.80323249,10.4,0.05
937,-3.422904166,15,0.05
938,0.901165332,17.2,0.05
939,2.727622548,18.1,0.05
