,network,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
29,ESN: narma10,0.9646,0.8751,0.0562,0.0913,0.0125264,0.0349667,1000,0.5,0,0.95,0.9,0,999,0.5,24,2.22,0.28,2.13
30,ESN: narma10,0.9852,0.9199,0.0336,0.0703,0.0044699,0.020734,1000,0.75,0,0.95,0,0,999,0.5,24,1.29,0.29,2.01
31,ESN: narma10,0.9829,0.9129,0.0355,0.0721,0.00501,0.0218251,1000,0.75,0,0.95,0.1,0,999,0.5,24,1.24,0.28,2.01
32,ESN: narma10,0.9833,0.9302,0.0345,0.0653,0.0047223,0.0178853,1000,0.75,0,0.95,0.2,0,999,0.5,24,1.49,0.3,1.97
33,ESN: narma10,0.9785,0.9108,0.0391,0.0735,0.0060708,0.0226694,1000,0.75,0,0.95,0.3,0,999,0.5,24,2.27,0.29,1.89
34,ESN: narma10,0.9855,0.9114,0.0316,0.0722,0.0039671,0.0218804,1000,0.75,0,0.95,0.4,0,999,0.5,24,2.25,0.28,1.91
35,ESN: narma10,0.974,0.8809,0.0427,0.081,0.0072224,0.0275485,1000,0.75,0,0.95,0.5,0,999,0.5,24,2.22,0.28,1.89
36,ESN: narma10,0.9756,0.8906,0.0418,0.0793,0.0069462,0.0264147,1000,0.75,0,0.95,0.6,0,999,0.5,24,2.25,0.28,1.91
37,ESN: narma10,0.9799,0.8898,0.0373,0.0794,0.0055126,0.0264417,1000,0.75,0,0.95,0.7,0,999,0.5,24,2.26,0.3,1.84
38,ESN: narma10,0.9747,0.898,0.0433,0.0769,0.0074414,0.0248019,1000,0.75,0,0.95,0.8,0,999,0.5,24,2.25,0.29,1.89
39,ESN: narma10,0.9772,0.907,0.0421,0.0772,0.0070225,0.0249991,1000,0.75,0,0.95,0.9,0,999,0.5,24,2.22,0.29,1.85
40,ESN: narma10,0.9816,0.8915,0.0355,0.0784,0.0049982,0.0258219,1000,1,0,0.95,0,0,999,0.5,24,1.06,0.29,1.97
41,ESN: narma10,0.9804,0.8882,0.0367,0.079,0.005338,0.0262116,1000,1,0,0.95,0.1,0,999,0.5,24,1.06,0.32,2.17
42,ESN: narma10,0.9833,0.9079,0.0333,0.0722,0.0044114,0.0218693,1000,1,0,0.95,0.2,0,999,0.5,24,1.09,0.29,2.23
43,ESN: narma10,0.978,0.8942,0.0383,0.0773,0.0058277,0.0251007,1000,1,0,0.95,0.3,0,999,0.5,24,2.24,0.31,1.75
44,ESN: narma10,0.9824,0.8863,0.0336,0.0789,0.0044824,0.0261037,1000,1,0,0.95,0.4,0,999,0.5,24,2.2,0.3,1.75
45,ESN: narma10,0.9735,0.8536,0.0418,0.0877,0.0069468,0.0322624,1000,1,0,0.95,0.5,0,999,0.5,24,2.27,0.29,1.87
46,ESN: narma10,0.976,0.8634,0.0404,0.0852,0.0064663,0.0304811,1000,1,0,0.95,0.6,0,999,0.5,24,2.24,0.31,1.77
47,ESN: narma10,0.9786,0.8615,0.0376,0.0855,0.005626,0.0306854,1000,1,0,0.95,0.7,0,999,0.5,24,2.23,0.3,1.81
48,ESN: narma10,0.976,0.8775,0.0408,0.0818,0.0066069,0.0280607,1000,1,0,0.95,0.8,0,999,0.5,24,2.2,0.3,1.72
49,ESN: narma10,0.9738,0.8817,0.0429,0.082,0.0073185,0.028226,1000,1,0,0.95,0.9,0,999,0.5,24,2.25,0.3,1.72
50,ESN: narma10,0.9679,0.8012,0.0459,0.1003,0.0083772,0.0422403,1000,1.5,0,0.95,0,0,999,0.5,24,1.09,0.29,1.06
51,ESN: narma10,0.9651,0.7812,0.0479,0.1041,0.0091233,0.0455163,1000,1.5,0,0.95,0.1,0,999,0.5,24,1.17,0.3,1.24
52,ESN: narma10,0.9711,0.8246,0.043,0.0949,0.0073265,0.037832,1000,1.5,0,0.95,0.2,0,999,0.5,24,1.05,0.32,1.48
53,ESN: narma10,0.9677,0.8132,0.0457,0.0976,0.0082774,0.0399923,1000,1.5,0,0.95,0.3,0,999,0.5,24,1.89,0.31,1.88
54,ESN: narma10,0.9708,0.8149,0.043,0.0964,0.0073413,0.0390408,1000,1.5,0,0.95,0.4,0,999,0.5,24,1.94,0.3,1.98
55,ESN: narma10,0.9645,0.7408,0.0484,0.1114,0.0092969,0.0521404,1000,1.5,0,0.95,0.5,0,999,0.5,24,1.87,0.3,1.87
56,ESN: narma10,0.9667,0.7514,0.0469,0.1092,0.0087411,0.0500819,1000,1.5,0,0.95,0.6,0,999,0.5,24,1.93,0.3,1.93
57,ESN: narma10,0.9692,0.7686,0.0451,0.106,0.0080654,0.0471395,1000,1.5,0,0.95,0.7,0,999,0.5,24,1.97,0.33,1.99
58,ESN: narma10,0.967,0.7684,0.0468,0.106,0.0087115,0.0471424,1000,1.5,0,0.95,0.8,0,999,0.5,24,1.93,0.33,2.0
59,ESN: narma10,0.9582,0.7773,0.0531,0.105,0.0111926,0.0462517,1000,1.5,0,0.95,0.9,0,999,0.5,24,1.88,0.29,1.95
60,ESN: narma10,0.9456,0.6604,0.0596,0.1243,0.0140774,0.064897,1000,2,0,0.95,0,0,999,0.5,24,1.89,0.29,1.09
61,ESN: narma10,0.9472,0.5845,0.059,0.1354,0.0138172,0.0770106,1000,2,0,0.95,0.1,0,999,0.5,24,1.68,0.26,1.07
62,ESN: narma10,0.9508,0.6376,0.0561,0.1275,0.0124748,0.068251,1000,2,0,0.95,0.2,0,999,0.5,24,1.42,0.3,1.06
63,ESN: narma10,0.9485,0.6516,0.0578,0.1254,0.0132668,0.065996,1000,2,0,0.95,0.3,0,999,0.5,24,1.79,0.3,2.19
64,ESN: narma10,0.9531,0.6879,0.0549,0.12,0.0119517,0.0604238,1000,2,0,0.95,0.4,0,999,0.5,24,1.75,0.3,2.12
65,ESN: narma10,0.9446,0.5825,0.06,0.1368,0.0143048,0.0785307,1000,2,0,0.95,0.5,0,999,0.5,24,1.81,0.3,2.29
66,ESN: narma10,0.9497,0.6121,0.0576,0.1313,0.0131778,0.0723837,1000,2,0,0.95,0.6,0,999,0.5,24,1.76,0.32,2.27
67,ESN: narma10,0.9488,0.5911,0.0577,0.134,0.0132221,0.0753988,1000,2,0,0.95,0.7,0,999,0.5,24,1.79,0.3,2.28
68,ESN: narma10,0.9474,0.6045,0.0589,0.1329,0.0137535,0.0741413,1000,2,0,0.95,0.8,0,999,0.5,24,1.64,0.29,2.22
69,ESN: narma10,0.9346,0.604,0.0657,0.1319,0.0171196,0.0730372,1000,2,0,0.95,0.9,0,999,0.5,24,1.73,0.29,2.26
70,ESN: narma10,0.2875,-0.1345,0.1612,0.1814,0.1031967,0.1381009,1000,0.1,0.1,0.95,0,0,999,0.5,24,1.79,0.29,1.45
71,ESN: narma10,0.2604,-0.1396,0.1629,0.182,0.1053542,0.1391203,1000,0.1,0.1,0.95,0.1,0,999,0.5,24,2.24,0.29,1.13
72,ESN: narma10,0.2768,-0.1289,0.1619,0.1813,0.1039948,0.1379416,1000,0.1,0.1,0.95,0.2,0,999,0.5,24,2.11,0.27,1.14
73,ESN: narma10,0.2727,-0.136,0.1621,0.1814,0.1042765,0.1381817,1000,0.1,0.1,0.95,0.3,0,999,0.5,24,1.47,0.29,1.99
74,ESN: narma10,0.2859,-0.1397,0.1613,0.1822,0.1033,0.139285,1000,0.1,0.1,0.95,0.4,0,999,0.5,24,1.8,0.31,2.12
75,ESN: narma10,0.25,-0.1417,0.1634,0.1821,0.1060154,0.1392412,1000,0.1,0.1,0.95,0.5,0,999,0.5,24,1.98,0.29,2.06
76,ESN: narma10,0.2701,-0.1434,0.1622,0.1819,0.1044605,0.1389329,1000,0.1,0.1,0.95,0.6,0,999,0.5,24,1.91,0.3,2.1
77,ESN: narma10,0.3162,-0.1241,0.1596,0.1816,0.1010689,0.1384643,1000,0.1,0.1,0.95,0.7,0,999,0.5,24,1.78,0.29,2.09
78,ESN: narma10,0.292,-0.1335,0.1609,0.1805,0.1027469,0.1368443,1000,0.1,0.1,0.95,0.8,0,999,0.5,24,1.7,0.28,2.11
79,ESN: narma10,0.3008,-0.1397,0.1604,0.1794,0.102082,0.1351687,1000,0.1,0.1,0.95,0.9,0,999,0.5,24,1.95,0.29,2.14
80,ESN: narma10,0.8083,0.4988,0.1156,0.1458,0.0530473,0.0892198,1000,0.25,0.1,0.95,0,0,999,0.5,24,1.85,0.28,1.83
81,ESN: narma10,0.7747,0.3776,0.122,0.1544,0.0591031,0.1001145,1000,0.25,0.1,0.95,0.1,0,999,0.5,24,2.13,0.29,1.32
82,ESN: narma10,0.7944,0.4387,0.1169,0.15,0.0542142,0.0945134,1000,0.25,0.1,0.95,0.2,0,999,0.5,24,2.15,0.29,1.19
83,ESN: narma10,0.7637,0.4554,0.1243,0.1499,0.061348,0.094337,1000,0.25,0.1,0.95,0.3,0,999,0.5,24,1.04,0.28,2.09
84,ESN: narma10,0.7968,0.4302,0.1172,0.1502,0.0545069,0.094712,1000,0.25,0.1,0.95,0.4,0,999,0.5,24,1.75,0.27,2.05
85,ESN: narma10,0.717,0.3733,0.1295,0.1545,0.0665511,0.1002364,1000,0.25,0.1,0.95,0.5,0,999,0.5,24,1.86,0.29,2.01
86,ESN: narma10,0.7634,0.3622,0.1232,0.1554,0.0602173,0.101431,1000,0.25,0.1,0.95,0.6,0,999,0.5,24,1.85,0.3,1.96
87,ESN: narma10,0.8087,0.4388,0.1147,0.1497,0.0521787,0.0940512,1000,0.25,0.1,0.95,0.7,0,999,0.5,24,2.0,0.3,1.99
88,ESN: narma10,0.7708,0.4349,0.1222,0.1501,0.0592502,0.0946014,1000,0.25,0.1,0.95,0.8,0,999,0.5,24,1.98,0.3,2.01
89,ESN: narma10,0.7638,0.3521,0.1236,0.1556,0.0606843,0.101585,1000,0.25,0.1,0.95,0.9,0,999,0.5,24,1.85,0.3,2.08
90,ESN: narma10,0.9769,0.9074,0.0458,0.0766,0.0083261,0.0246503,1000,0.5,0.1,0.95,0,0,999,0.5,24,2.04,0.28,1.92
91,ESN: narma10,0.9769,0.875,0.0464,0.0857,0.0085631,0.0308212,1000,0.5,0.1,0.95,0.1,0,999,0.5,24,2.06,0.29,1.5
92,ESN: narma10,0.9695,0.8747,0.0495,0.0861,0.0097158,0.0311137,1000,0.5,0.1,0.95,0.2,0,999,0.5,24,2.09,0.29,1.19
93,ESN: narma10,0.9698,0.8918,0.0511,0.0835,0.0103776,0.0292918,1000,0.5,0.1,0.95,0.3,0,999,0.5,24,0.93,0.32,1.91
94,ESN: narma10,0.9751,0.8994,0.0454,0.079,0.0081646,0.0262132,1000,0.5,0.1,0.95,0.4,0,999,0.5,24,1.67,0.31,2.0
95,ESN: narma10,0.9495,0.844,0.0629,0.0939,0.0156978,0.0370277,1000,0.5,0.1,0.95,0.5,0,999,0.5,24,1.83,0.29,1.91
96,ESN: narma10,0.9607,0.8427,0.0562,0.0953,0.012526,0.0380998,1000,0.5,0.1,0.95,0.6,0,999,0.5,24,1.87,0.27,1.94
97,ESN: narma10,0.9697,0.8783,0.0499,0.0873,0.0098836,0.0319871,1000,0.5,0.1,0.95,0.7,0,999,0.5,24,2.07,0.3,1.8
98,ESN: narma10,0.9567,0.8479,0.0599,0.0925,0.0142579,0.0359281,1000,0.5,0.1,0.95,0.8,0,999,0.5,24,2.01,0.29,1.97
99,ESN: narma10,0.9555,0.8426,0.0624,0.0991,0.0154484,0.041217,1000,0.5,0.1,0.95,0.9,0,999,0.5,24,2.02,0.29,1.88
100,ESN: narma10,0.9859,0.9277,0.0324,0.0664,0.0041574,0.0185102,1000,0.75,0.1,0.95,0,0,999,0.5,24,2.02,0.3,1.93
101,ESN: narma10,0.9852,0.9067,0.033,0.0727,0.0043145,0.0222064,1000,0.75,0.1,0.95,0.1,0,999,0.5,24,2.1,0.29,1.61
102,ESN: narma10,0.9836,0.9135,0.0339,0.0715,0.0045742,0.0214486,1000,0.75,0.1,0.95,0.2,0,999,0.5,24,1.96,0.3,1.57
103,ESN: narma10,0.9791,0.9115,0.0382,0.0723,0.0057987,0.0219596,1000,0.75,0.1,0.95,0.3,0,999,0.5,24,0.98,0.3,1.22
104,ESN: narma10,0.9854,0.9284,0.0319,0.0656,0.0040425,0.0180543,1000,0.75,0.1,0.95,0.4,0,999,0.5,24,1.51,0.3,1.97
105,ESN: narma10,0.9722,0.8795,0.0445,0.0815,0.0078755,0.0279099,1000,0.75,0.1,0.95,0.5,0,999,0.5,24,1.8,0.28,1.94
106,ESN: narma10,0.9745,0.8886,0.0421,0.0805,0.0070418,0.0271729,1000,0.75,0.1,0.95,0.6,0,999,0.5,24,1.79,0.3,1.98
107,ESN: narma10,0.9811,0.9032,0.0364,0.0751,0.0052712,0.0236581,1000,0.75,0.1,0.95,0.7,0,999,0.5,24,1.82,0.31,1.93
108,ESN: narma10,0.9735,0.883,0.0439,0.0802,0.0076576,0.0270229,1000,0.75,0.1,0.95,0.8,0,999,0.5,24,1.91,0.29,2.03
109,ESN: narma10,0.9751,0.8898,0.0445,0.0826,0.007872,0.0286152,1000,0.75,0.1,0.95,0.9,0,999,0.5,24,2.0,0.27,1.9
110,ESN: narma10,0.9848,0.9058,0.0321,0.0733,0.0040801,0.0225449,1000,1,0.1,0.95,0,0,999,0.5,24,1.96,0.32,1.97
111,ESN: narma10,0.9832,0.8845,0.0335,0.0787,0.0044607,0.0260035,1000,1,0.1,0.95,0.1,0,999,0.5,24,1.98,0.28,1.83
112,ESN: narma10,0.9844,0.9051,0.032,0.0731,0.004064,0.0224226,1000,1,0.1,0.95,0.2,0,999,0.5,24,1.98,0.3,1.71
113,ESN: narma10,0.9773,0.888,0.0384,0.0778,0.0058501,0.025433,1000,1,0.1,0.95,0.3,0,999,0.5,24,1.69,0.27,1.02
114,ESN: narma10,0.9827,0.9062,0.0333,0.0723,0.0044106,0.0219631,1000,1,0.1,0.95,0.4,0,999,0.5,24,1.26,0.32,2.04
115,ESN: narma10,0.9741,0.8627,0.0417,0.0856,0.0069058,0.0307926,1000,1,0.1,0.95,0.5,0,999,0.5,24,1.22,0.29,1.97
116,ESN: narma10,0.9741,0.8709,0.0413,0.0838,0.0067716,0.0295114,1000,1,0.1,0.95,0.6,0,999,0.5,24,1.69,0.29,2.01
117,ESN: narma10,0.9818,0.8769,0.0349,0.0809,0.0048356,0.0275002,1000,1,0.1,0.95,0.7,0,999,0.5,24,1.73,0.29,2.0
118,ESN: narma10,0.975,0.8648,0.0413,0.0842,0.0067707,0.029748,1000,1,0.1,0.95,0.8,0,999,0.5,24,1.75,0.29,2.02
119,ESN: narma10,0.9756,0.874,0.0423,0.0845,0.0071174,0.0299653,1000,1,0.1,0.95,0.9,0,999,0.5,24,1.94,0.31,1.81
120,ESN: narma10,0.9753,0.8265,0.04,0.0941,0.006345,0.0371983,1000,1.5,0.1,0.95,0,0,999,0.5,24,1.95,0.3,1.79
121,ESN: narma10,0.9712,0.7969,0.043,0.1004,0.0073433,0.0423107,1000,1.5,0.1,0.95,0.1,0,999,0.5,24,2.04,0.27,1.62
122,ESN: narma10,0.9782,0.8361,0.0374,0.0917,0.0055379,0.0353205,1000,1.5,0.1,0.95,0.2,0,999,0.5,24,2.02,0.32,1.8
123,ESN: narma10,0.9684,0.8149,0.0447,0.0961,0.0079456,0.0387436,1000,1.5,0.1,0.95,0.3,0,999,0.5,24,2.09,0.27,1.01
124,ESN: narma10,0.9716,0.8322,0.0423,0.0922,0.0071156,0.0357242,1000,1.5,0.1,0.95,0.4,0,999,0.5,24,0.97,0.28,1.91
125,ESN: narma10,0.9672,0.7686,0.0464,0.1059,0.00855,0.0470747,1000,1.5,0.1,0.95,0.5,0,999,0.5,24,1.04,0.29,1.96
126,ESN: narma10,0.9664,0.786,0.0465,0.1025,0.0085694,0.0441416,1000,1.5,0.1,0.95,0.6,0,999,0.5,24,1.27,0.29,2.1
127,ESN: narma10,0.9753,0.8049,0.0403,0.0986,0.0064374,0.0408428,1000,1.5,0.1,0.95,0.7,0,999,0.5,24,1.86,0.27,1.85
128,ESN: narma10,0.9678,0.7861,0.0463,0.1026,0.0084921,0.044163,1000,1.5,0.1,0.95,0.8,0,999,0.5,24,1.78,0.28,1.93
129,ESN: narma10,0.9661,0.7999,0.0487,0.1003,0.0094206,0.0422644,1000,1.5,0.1,0.95,0.9,0,999,0.5,24,2.03,0.31,1.76
130,ESN: narma10,0.96,0.6976,0.051,0.1184,0.0103278,0.0588782,1000,2,0.1,0.95,0,0,999,0.5,24,2.08,0.27,1.76
131,ESN: narma10,0.9557,0.6571,0.0532,0.1259,0.0112365,0.0664994,1000,2,0.1,0.95,0.1,0,999,0.5,24,2.03,0.31,1.69
132,ESN: narma10,0.9652,0.7121,0.0473,0.1162,0.0088828,0.0567015,1000,2,0.1,0.95,0.2,0,999,0.5,24,2.06,0.32,1.54
133,ESN: narma10,0.9557,0.6995,0.0532,0.1182,0.0112216,0.0586717,1000,2,0.1,0.95,0.3,0,999,0.5,24,1.97,0.3,1.27
134,ESN: narma10,0.9569,0.7396,0.0526,0.1116,0.0109927,0.0523164,1000,2,0.1,0.95,0.4,0,999,0.5,24,1.03,0.32,1.42
135,ESN: narma10,0.9489,0.6404,0.0575,0.128,0.0131059,0.0687723,1000,2,0.1,0.95,0.5,0,999,0.5,24,1.16,0.3,1.82
136,ESN: narma10,0.9507,0.6853,0.056,0.1204,0.012436,0.0608913,1000,2,0.1,0.95,0.6,0,999,0.5,24,1.11,0.31,1.97
137,ESN: narma10,0.961,0.6843,0.0506,0.1208,0.0101699,0.0612495,1000,2,0.1,0.95,0.7,0,999,0.5,24,1.89,0.31,1.59
138,ESN: narma10,0.953,0.6672,0.0558,0.1239,0.0123627,0.0644748,1000,2,0.1,0.95,0.8,0,999,0.5,24,1.69,0.3,1.76
139,ESN: narma10,0.9505,0.6582,0.0584,0.1244,0.0135214,0.0649867,1000,2,0.1,0.95,0.9,0,999,0.5,24,1.78,0.29,1.68
140,ESN: narma10,0.2809,-0.1349,0.1616,0.1813,0.1036745,0.1380205,1000,0.1,0.2,0.95,0,0,999,0.5,24,1.93,0.3,1.55
141,ESN: narma10,0.2625,-0.1412,0.1627,0.1822,0.1050607,0.1393078,1000,0.1,0.2,0.95,0.1,0,999,0.5,24,1.93,0.3,1.62
142,ESN: narma10,0.2742,-0.1291,0.162,0.1814,0.1042196,0.1381911,1000,0.1,0.2,0.95,0.2,0,999,0.5,24,1.95,0.28,1.6
143,ESN: narma10,0.2703,-0.1393,0.1622,0.1814,0.1044175,0.1381433,1000,0.1,0.2,0.95,0.3,0,999,0.5,24,1.68,0.32,1.49
144,ESN: narma10,0.2855,-0.1345,0.1614,0.182,0.1033406,0.1390558,1000,0.1,0.2,0.95,0.4,0,999,0.5,24,1.38,0.28,1.18
145,ESN: narma10,0.2477,-0.1415,0.1637,0.1827,0.1063317,0.1401167,1000,0.1,0.2,0.95,0.5,0,999,0.5,24,1.33,0.32,1.55
146,ESN: narma10,0.2756,-0.1456,0.1619,0.1816,0.1040046,0.1384594,1000,0.1,0.2,0.95,0.6,0,999,0.5,24,1.18,0.35,1.75
147,ESN: narma10,0.3178,-0.1232,0.1595,0.1811,0.1009406,0.1376766,1000,0.1,0.2,0.95,0.7,0,999,0.5,24,1.72,0.3,1.48
148,ESN: narma10,0.2828,-0.1381,0.1614,0.1803,0.1033633,0.1365378,1000,0.1,0.2,0.95,0.8,0,999,0.5,24,1.81,0.32,1.68
149,ESN: narma10,0.2865,-0.1415,0.1612,0.1802,0.1031173,0.1363458,1000,0.1,0.2,0.95,0.9,0,999,0.5,24,1.71,0.31,1.8
150,ESN: narma10,0.7773,0.4188,0.1213,0.1515,0.0584235,0.0963596,1000,0.25,0.2,0.95,0,0,999,0.5,24,1.83,0.27,1.74
151,ESN: narma10,0.7273,0.3082,0.1282,0.1586,0.065259,0.1056505,1000,0.25,0.2,0.95,0.1,0,999,0.5,24,1.78,0.29,1.69
152,ESN: narma10,0.7608,0.4089,0.1234,0.1528,0.0604802,0.0980481,1000,0.25,0.2,0.95,0.2,0,999,0.5,24,1.82,0.3,1.7
153,ESN: narma10,0.7453,0.4283,0.1271,0.1519,0.0641394,0.0968861,1000,0.25,0.2,0.95,0.3,0,999,0.5,24,1.81,0.31,1.69
154,ESN: narma10,0.7883,0.4426,0.1194,0.1498,0.0565741,0.0942575,1000,0.25,0.2,0.95,0.4,0,999,0.5,24,1.6,0.29,1.14
155,ESN: narma10,0.6843,0.2929,0.1334,0.1594,0.0706309,0.1066258,1000,0.25,0.2,0.95,0.5,0,999,0.5,24,1.39,0.31,1.13
156,ESN: narma10,0.7413,0.3502,0.1273,0.1559,0.0642867,0.1020334,1000,0.25,0.2,0.95,0.6,0,999,0.5,24,1.12,0.3,1.35
157,ESN: narma10,0.8104,0.4748,0.1161,0.1471,0.0535195,0.0908127,1000,0.25,0.2,0.95,0.7,0,999,0.5,24,1.27,0.26,1.64
158,ESN: narma10,0.7076,0.347,0.1304,0.1562,0.0674882,0.102396,1000,0.25,0.2,0.95,0.8,0,999,0.5,24,1.6,0.32,1.79
159,ESN: narma10,0.7205,0.314,0.1291,0.1578,0.0661308,0.1045112,1000,0.25,0.2,0.95,0.9,0,999,0.5,24,1.72,0.29,1.85
160,ESN: narma10,0.9729,0.8809,0.0498,0.0843,0.0098488,0.0298656,1000,0.5,0.2,0.95,0,0,999,0.5,24,1.57,0.29,1.84
161,ESN: narma10,0.97,0.8623,0.0527,0.0909,0.0110424,0.0346863,1000,0.5,0.2,0.95,0.1,0,999,0.5,24,1.73,0.32,1.85
162,ESN: narma10,0.9678,0.8642,0.0523,0.0893,0.0108488,0.0334579,1000,0.5,0.2,0.95,0.2,0,999,0.5,24,1.59,0.29,1.81
163,ESN: narma10,0.9664,0.8836,0.0545,0.086,0.0118081,0.0310636,1000,0.5,0.2,0.95,0.3,0,999,0.5,24,1.66,0.3,1.83
164,ESN: narma10,0.9747,0.8904,0.0459,0.0812,0.0083519,0.0276968,1000,0.5,0.2,0.95,0.4,0,999,0.5,24,1.75,0.31,1.21
165,ESN: narma10,0.9522,0.8356,0.0625,0.096,0.0155246,0.0387102,1000,0.5,0.2,0.95,0.5,0,999,0.5,24,1.75,0.3,1.19
166,ESN: narma10,0.9582,0.8342,0.0598,0.0974,0.0142152,0.0398028,1000,0.5,0.2,0.95,0.6,0,999,0.5,24,1.39,0.32,1.14
167,ESN: narma10,0.9694,0.8657,0.0508,0.089,0.0102515,0.0332404,1000,0.5,0.2,0.95,0.7,0,999,0.5,24,1.13,0.28,1.62
168,ESN: narma10,0.9502,0.8298,0.0653,0.097,0.0169368,0.0395261,1000,0.5,0.2,0.95,0.8,0,999,0.5,24,1.37,0.3,1.77
169,ESN: narma10,0.9482,0.8248,0.0669,0.1022,0.0177674,0.0438519,1000,0.5,0.2,0.95,0.9,0,999,0.5,24,1.56,0.32,1.81
