,network_name,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,total_nodes,learning_time,n_network,E,NMSE_test,num_nodes,Win_strength,Win_sparsity,n_neighbors
391,Combined_Network,0.9968,0.996,0.0184,0.0202,0.0010542,0.0013261,2450,0.56,392,2450,0.0404673,4,1.3,0.3,5
392,Combined_Network,0.9968,0.996,0.0184,0.0202,0.0010544,0.0013263,2452,0.53,393,2452,0.0404673,4,1.3,0.3,5
393,Combined_Network,0.9968,0.996,0.0183,0.0202,0.0010503,0.001321,2461,0.54,394,2461,0.0404673,4,1.3,0.3,5
394,Combined_Network,0.9969,0.996,0.0183,0.0202,0.0010417,0.0013225,2465,0.54,395,2465,0.0404673,4,1.3,0.3,5
395,Combined_Network,0.9969,0.9961,0.0182,0.0201,0.0010313,0.0013102,2478,0.54,396,2478,0.0404673,4,1.3,0.3,5
396,Combined_Network,0.9969,0.9961,0.0181,0.02,0.0010227,0.0013043,2485,0.56,397,2485,0.0404673,4,1.3,0.3,5
397,Combined_Network,0.9969,0.9961,0.0181,0.0201,0.0010225,0.0013051,2491,0.56,398,2491,0.0404673,4,1.3,0.3,5
398,Combined_Network,0.9969,0.9961,0.0181,0.02,0.0010168,0.0012944,2495,0.56,399,2495,0.0404673,4,1.3,0.3,5
399,Combined_Network,0.9969,0.9961,0.018,0.0199,0.0010165,0.0012915,2501,0.58,400,2501,0.0404673,4,1.3,0.3,5
400,Combined_Network,0.997,0.9962,0.0179,0.0198,0.0009982,0.0012772,2508,0.58,401,2508,0.0404673,4,1.3,0.3,5
401,Combined_Network,0.997,0.9962,0.0179,0.0198,0.0009966,0.001277,2523,0.62,402,2523,0.0404673,4,1.3,0.3,5
402,Combined_Network,0.997,0.9962,0.0178,0.0198,0.0009938,0.0012763,2526,0.57,403,2526,0.0404673,4,1.3,0.3,5
403,Combined_Network,0.997,0.9962,0.0178,0.0198,0.0009864,0.0012683,2532,0.58,404,2532,0.0404673,4,1.3,0.3,5
404,Combined_Network,0.9971,0.9963,0.0177,0.0195,0.0009742,0.0012377,2535,0.58,405,2535,0.0404673,4,1.3,0.3,5
405,Combined_Network,0.9971,0.9963,0.0177,0.0195,0.0009742,0.0012376,2537,0.58,406,2537,0.0404673,4,1.3,0.3,5
406,Combined_Network,0.9971,0.9963,0.0177,0.0195,0.000973,0.0012339,2544,0.6,407,2544,0.0404673,4,1.3,0.3,5
407,Combined_Network,0.9971,0.9963,0.0176,0.0195,0.0009697,0.0012289,2548,0.58,408,2548,0.0404673,4,1.3,0.3,5
408,Combined_Network,0.9971,0.9963,0.0176,0.0195,0.0009687,0.0012289,2552,0.61,409,2552,0.0404673,4,1.3,0.3,5
409,Combined_Network,0.9971,0.9963,0.0176,0.0195,0.0009683,0.0012308,2557,0.58,410,2557,0.0404673,4,1.3,0.3,5
410,Combined_Network,0.9971,0.9963,0.0176,0.0195,0.0009636,0.0012379,2565,0.63,411,2565,0.0404673,4,1.3,0.3,5
411,Combined_Network,0.9971,0.9963,0.0176,0.0195,0.0009632,0.0012368,2568,0.61,412,2568,0.0404673,4,1.3,0.3,5
412,Combined_Network,0.9971,0.9963,0.0176,0.0195,0.0009618,0.001236,2575,0.63,413,2575,0.0404673,4,1.3,0.3,5
413,Combined_Network,0.9971,0.9963,0.0175,0.0195,0.0009604,0.0012354,2584,0.61,414,2584,0.0404673,4,1.3,0.3,5
414,Combined_Network,0.9971,0.9963,0.0175,0.0195,0.0009578,0.0012313,2613,0.65,415,2613,0.0404673,4,1.3,0.3,5
415,Combined_Network,0.9971,0.9963,0.0175,0.0195,0.0009544,0.0012296,2626,0.65,416,2626,0.0404673,4,1.3,0.3,5
416,Combined_Network,0.9971,0.9963,0.0175,0.0195,0.000954,0.0012282,2630,0.64,417,2630,0.0404673,4,1.3,0.3,5
417,Combined_Network,0.9972,0.9964,0.0174,0.0193,0.000943,0.001215,2644,0.64,418,2644,0.0404673,4,1.3,0.3,5
418,Combined_Network,0.9972,0.9964,0.0174,0.0193,0.0009428,0.0012149,2650,0.67,419,2650,0.0404673,4,1.3,0.3,5
419,Combined_Network,0.9972,0.9964,0.0174,0.0193,0.0009429,0.0012144,2653,0.66,420,2653,0.0404673,4,1.3,0.3,5
420,Combined_Network,0.9972,0.9964,0.0173,0.0193,0.0009379,0.0012075,2666,0.67,421,2666,0.0404673,4,1.3,0.3,5
421,Combined_Network,0.9972,0.9964,0.0173,0.0193,0.0009378,0.0012076,2668,0.66,422,2668,0.0404673,4,1.3,0.3,5
422,Combined_Network,0.9972,0.9964,0.0173,0.0193,0.0009353,0.0012083,2692,0.67,423,2692,0.0404673,4,1.3,0.3,5
423,Combined_Network,0.9972,0.9964,0.0173,0.0193,0.0009352,0.0012085,2694,0.65,424,2694,0.0404673,4,1.3,0.3,5
424,Combined_Network,0.9972,0.9964,0.0173,0.0192,0.0009286,0.0011928,2701,0.67,425,2701,0.0404673,4,1.3,0.3,5
425,Combined_Network,0.9972,0.9964,0.0173,0.0192,0.0009316,0.0011937,2703,0.72,426,2703,0.0404673,4,1.3,0.3,5
426,Combined_Network,0.9972,0.9965,0.0172,0.0191,0.0009234,0.0011801,2708,0.68,427,2708,0.0404673,4,1.3,0.3,5
427,Combined_Network,0.9972,0.9965,0.0172,0.0191,0.0009226,0.0011791,2710,0.67,428,2710,0.0404673,4,1.3,0.3,5
428,Combined_Network,0.9972,0.9965,0.0171,0.019,0.0009163,0.0011715,2719,0.7,429,2719,0.0404673,4,1.3,0.3,5
429,Combined_Network,0.9972,0.9965,0.0171,0.019,0.0009156,0.0011745,2721,0.67,430,2721,0.0404673,4,1.3,0.3,5
430,Combined_Network,0.9972,0.9965,0.0171,0.019,0.0009135,0.0011718,2740,0.69,431,2740,0.0404673,4,1.3,0.3,5
431,Combined_Network,0.9973,0.9965,0.0171,0.019,0.0009106,0.0011705,2745,0.78,432,2745,0.0404673,4,1.3,0.3,5
432,Combined_Network,0.9973,0.9965,0.0171,0.019,0.0009095,0.0011664,2751,0.74,433,2751,0.0404673,4,1.3,0.3,5
433,Combined_Network,0.9973,0.9965,0.0171,0.019,0.0009095,0.0011664,2753,0.77,434,2753,0.0404673,4,1.3,0.3,5
434,Combined_Network,0.9973,0.9965,0.0171,0.0189,0.0009092,0.0011647,2756,0.71,435,2756,0.0404673,4,1.3,0.3,5
435,Combined_Network,0.9973,0.9965,0.0171,0.0189,0.0009088,0.001163,2758,0.74,436,2758,0.0404673,4,1.3,0.3,5
436,Combined_Network,0.9973,0.9965,0.017,0.0189,0.0009057,0.0011596,2766,0.7,437,2766,0.0404673,4,1.3,0.3,5
437,Combined_Network,0.9973,0.9966,0.017,0.0188,0.0008968,0.0011465,2772,0.8,438,2772,0.0404673,4,1.3,0.3,5
438,Combined_Network,0.9973,0.9966,0.0169,0.0187,0.0008887,0.0011389,2783,0.73,439,2783,0.0404673,4,1.3,0.3,5
439,Combined_Network,0.9973,0.9966,0.0168,0.0187,0.0008857,0.001135,2791,0.76,440,2791,0.0404673,4,1.3,0.3,5
440,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008735,0.0011141,2796,0.75,441,2796,0.0404673,4,1.3,0.3,5
441,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008722,0.0011147,2809,0.76,442,2809,0.0404673,4,1.3,0.3,5
442,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008718,0.0011135,2813,0.76,443,2813,0.0404673,4,1.3,0.3,5
443,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008678,0.0011102,2834,0.85,444,2834,0.0404673,4,1.3,0.3,5
444,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008659,0.0011061,2840,0.77,445,2840,0.0404673,4,1.3,0.3,5
445,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008655,0.0011066,2844,0.74,446,2844,0.0404673,4,1.3,0.3,5
446,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008656,0.0011053,2846,0.91,447,2846,0.0404673,4,1.3,0.3,5
447,Combined_Network,0.9974,0.9967,0.0167,0.0185,0.0008657,0.0011056,2849,0.77,448,2849,0.0404673,4,1.3,0.3,5
448,Combined_Network,0.9974,0.9967,0.0167,0.0184,0.0008653,0.0011037,2860,0.83,449,2860,0.0404673,4,1.3,0.3,5
449,Combined_Network,0.9974,0.9967,0.0166,0.0184,0.0008639,0.0011018,2864,0.78,450,2864,0.0404673,4,1.3,0.3,5
450,Combined_Network,0.9974,0.9967,0.0166,0.0185,0.0008571,0.0011098,2879,0.77,451,2879,0.0404673,4,1.3,0.3,5
451,Combined_Network,0.9974,0.9967,0.0166,0.0185,0.0008571,0.0011113,2881,0.83,452,2881,0.0404673,4,1.3,0.3,5
452,Combined_Network,0.9974,0.9967,0.0166,0.0185,0.0008558,0.0011115,2889,0.83,453,2889,0.0404673,4,1.3,0.3,5
453,Combined_Network,0.9974,0.9967,0.0166,0.0185,0.000855,0.0011127,2893,0.82,454,2893,0.0404673,4,1.3,0.3,5
454,Combined_Network,0.9974,0.9967,0.0165,0.0185,0.0008523,0.0011079,2908,0.78,455,2908,0.0404673,4,1.3,0.3,5
455,Combined_Network,0.9974,0.9967,0.0165,0.0185,0.0008494,0.0011078,2916,0.82,456,2916,0.0404673,4,1.3,0.3,5
456,Combined_Network,0.9974,0.9967,0.0165,0.0184,0.0008465,0.0011039,2927,0.81,457,2927,0.0404673,4,1.3,0.3,5
457,Combined_Network,0.9975,0.9967,0.0164,0.0185,0.0008437,0.0011087,2933,0.87,458,2933,0.0404673,4,1.3,0.3,5
458,Combined_Network,0.9975,0.9967,0.0164,0.0185,0.0008437,0.001111,2937,0.85,459,2937,0.0404673,4,1.3,0.3,5
459,Combined_Network,0.9975,0.9967,0.0164,0.0185,0.0008435,0.0011106,2948,0.87,460,2948,0.0404673,4,1.3,0.3,5
460,Combined_Network,0.9975,0.9967,0.0164,0.0185,0.0008404,0.0011067,2972,0.9,461,2972,0.0404673,4,1.3,0.3,5
461,Combined_Network,0.9975,0.9967,0.0164,0.0184,0.0008364,0.0010984,2983,0.83,462,2983,0.0404673,4,1.3,0.3,5
462,Combined_Network,0.9975,0.9967,0.0164,0.0184,0.0008352,0.0010977,2994,0.84,463,2994,0.0404673,4,1.3,0.3,5
463,Combined_Network,0.9975,0.9967,0.0163,0.0184,0.000834,0.0010964,3014,0.89,464,3014,0.0404673,4,1.3,0.3,5
464,Combined_Network,0.9976,0.9968,0.016,0.0181,0.0007976,0.001065,3017,0.91,465,3017,0.0404673,4,1.3,0.3,5
465,Combined_Network,0.9976,0.9968,0.016,0.0181,0.0007974,0.0010658,3021,0.92,466,3021,0.0404673,4,1.3,0.3,5
466,Combined_Network,0.9976,0.9968,0.016,0.0181,0.000797,0.0010644,3024,0.87,467,3024,0.0404673,4,1.3,0.3,5
467,Combined_Network,0.9976,0.9968,0.016,0.0181,0.000797,0.0010644,3026,0.95,468,3026,0.0404673,4,1.3,0.3,5
468,Combined_Network,0.9976,0.9968,0.0159,0.018,0.0007902,0.0010569,3033,0.93,469,3033,0.0404673,4,1.3,0.3,5
469,Combined_Network,0.9976,0.9968,0.0159,0.018,0.0007897,0.0010559,3037,0.92,470,3037,0.0404673,4,1.3,0.3,5
470,Combined_Network,0.9976,0.9968,0.0159,0.018,0.0007892,0.0010559,3040,0.93,471,3040,0.0404673,4,1.3,0.3,5
471,Combined_Network,0.9976,0.9969,0.0159,0.018,0.0007857,0.0010472,3047,0.98,472,3047,0.0404673,4,1.3,0.3,5
472,Combined_Network,0.9976,0.9969,0.0159,0.018,0.0007848,0.0010474,3050,0.91,473,3050,0.0404673,4,1.3,0.3,5
473,Combined_Network,0.9976,0.9969,0.0159,0.018,0.0007843,0.0010473,3070,0.91,474,3070,0.0404673,4,1.3,0.3,5
474,Combined_Network,0.9976,0.9969,0.0159,0.018,0.0007843,0.0010473,3081,0.94,475,3081,0.0404673,4,1.3,0.3,5
475,Combined_Network,0.9977,0.9969,0.0158,0.0179,0.000778,0.0010352,3084,0.92,476,3084,0.0404673,4,1.3,0.3,5
476,Combined_Network,0.9977,0.9969,0.0158,0.0178,0.0007754,0.0010285,3094,0.9,477,3094,0.0404673,4,1.3,0.3,5
477,Combined_Network,0.9977,0.9969,0.0158,0.0178,0.0007748,0.0010285,3097,0.96,478,3097,0.0404673,4,1.3,0.3,5
478,Combined_Network,0.9977,0.9969,0.0158,0.0178,0.0007747,0.0010281,3109,0.98,479,3109,0.0404673,4,1.3,0.3,5
479,Combined_Network,0.9977,0.9969,0.0157,0.0177,0.00077,0.001022,3119,0.98,480,3119,0.0404673,4,1.3,0.3,5
480,Combined_Network,0.9977,0.997,0.0156,0.0177,0.0007627,0.0010183,3126,1.03,481,3126,0.0404673,4,1.3,0.3,5
481,Combined_Network,0.9977,0.997,0.0156,0.0177,0.0007621,0.0010162,3128,0.98,482,3128,0.0404673,4,1.3,0.3,5
482,Combined_Network,0.9977,0.997,0.0156,0.0177,0.00076,0.0010138,3136,1.01,483,3136,0.0404673,4,1.3,0.3,5
483,Combined_Network,0.9977,0.997,0.0156,0.0177,0.0007551,0.0010136,3144,1.02,484,3144,0.0404673,4,1.3,0.3,5
484,Combined_Network,0.9977,0.997,0.0156,0.0177,0.0007548,0.0010133,3147,0.97,485,3147,0.0404673,4,1.3,0.3,5
485,Combined_Network,0.9977,0.997,0.0156,0.0177,0.0007546,0.0010133,3153,0.99,486,3153,0.0404673,4,1.3,0.3,5
486,Combined_Network,0.9977,0.997,0.0155,0.0176,0.000753,0.001005,3163,0.99,487,3163,0.0404673,4,1.3,0.3,5
487,Combined_Network,0.9977,0.997,0.0155,0.0176,0.0007523,0.0010076,3175,1.05,488,3175,0.0404673,4,1.3,0.3,5
488,Combined_Network,0.9977,0.997,0.0155,0.0176,0.0007516,0.0010036,3184,1.0,489,3184,0.0404673,4,1.3,0.3,5
489,Combined_Network,0.9978,0.997,0.0154,0.0176,0.000744,0.0010033,3189,1.05,490,3189,0.0404673,4,1.3,0.3,5
490,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007439,0.0010038,3196,1.04,491,3196,0.0404673,4,1.3,0.3,5
491,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007433,0.0010042,3199,1.07,492,3199,0.0404673,4,1.3,0.3,5
492,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007428,0.0010043,3201,1.07,493,3201,0.0404673,4,1.3,0.3,5
493,Combined_Network,0.9978,0.997,0.0154,0.0176,0.000742,0.001003,3221,1.08,494,3221,0.0404673,4,1.3,0.3,5
494,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007401,0.0010043,3236,1.06,495,3236,0.0404673,4,1.3,0.3,5
495,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007401,0.0010044,3238,1.08,496,3238,0.0404673,4,1.3,0.3,5
496,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007384,0.0010039,3244,1.08,497,3244,0.0404673,4,1.3,0.3,5
497,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007377,0.0010033,3249,1.07,498,3249,0.0404673,4,1.3,0.3,5
498,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007375,0.0010029,3262,1.16,499,3262,0.0404673,4,1.3,0.3,5
499,Combined_Network,0.9978,0.997,0.0154,0.0176,0.0007369,0.0010034,3271,1.09,500,3271,0.0404673,4,1.3,0.3,5
